hltTimingSummary output at a glance: 

Input file: outputTiming.root
Output root file name: outfile.root

NOTE: Results obtained using CPU time.
      Due to resolution effects in CPUTimer, event histograms may not reflect reality.
      Please be aware of these limitations when drawing your conclusions.

Skipping 65 event(s) due to module initialization:
Events 0, 1, 15, 77, 26, 24, 79, 5, 20, 7516, 271, 186, 258, 530, 56, 1773, 2049, 4609, 1999, 76, 350, 952, 97583, 379, 804, 24881, 39009, 15592, 7970, 99410, 8614, 4317, 17, 164, 395, 19, 2203, 13822, 2379, 3761, 16184, 38, 118, 222, 512, 158, 108, 5473, 207, 751, 4069, 6102, 15685, 28967, 3990, 77063, 1621, 123, 4843, 692, 300, 561, 25, 800, 3887

Not including any information from the following excluded modules: 
hltGetRaw
hltGetConditions
hltBoolFalse
hltBoolTrue

Average path times are as follows (all in msec): 
Module hltPreHT300AlphaT0p54 was slowest in event 1532, with time:    1.0000 msec
Module hltHT300AlphaT0p54 was slowest in event 265, with time:    1.0000 msec
Module hltPreHT300AlphaT0p55 was slowest in event 2624, with time:    1.0000 msec
Module hltHT300AlphaT0p55 was slowest in event 322, with time:    1.0000 msec
Module hltPreHT300AlphaT0p60 was slowest in event 1496, with time:    1.0000 msec
Module hltHT300AlphaT0p60 was slowest in event 1017, with time:    1.0000 msec
Module hltPreHT350 was slowest in event 1969, with time:    1.0000 msec
Module hltHT350 was slowest in event 464, with time:    1.0000 msec
Module hltPreDSTHT350RunPF was slowest in event 431, with time:    1.0000 msec
Module hltPreHT350MHT100 was slowest in event 623, with time:    1.0000 msec
Module hltMHT100 was slowest in event 1355, with time:    1.0000 msec
Module hltPreHT350MHT110 was slowest in event 3730, with time:    1.0000 msec
Module hltMHT110 was slowest in event 11253, with time:    1.0000 msec
Module hltPreHT350L1FastJet was slowest in event 322, with time:    1.0000 msec
Module hltHT350L1FastJet was slowest in event 89654, with time:    1.0000 msec
Module hltPreHT350L1FastJetMHT100 was slowest in event 1016, with time:    1.0000 msec
Module hltPreHT350L1FastJetMHT110 was slowest in event 810, with time:    1.0000 msec
Module hltPreHT350AlphaT0p53 was slowest in event 1653, with time:    1.0000 msec
Module hltHT350AlphaT0p53 was slowest in event 12805, with time:    1.0000 msec
Module hltPreHT400 was slowest in event 11677, with time:    1.0000 msec
Module hltHT400 was slowest in event 1028, with time:    1.0000 msec
Module hltPreHT400MHT90 was slowest in event 1363, with time:    1.0000 msec
Module hltMHT90 was slowest in event 4117, with time:    1.0000 msec
Module hltPreHT400MHT100 was slowest in event 106, with time:    1.0000 msec
Module hltPreHT400L1FastJet was slowest in event 321, with time:    1.0000 msec
Module hltHT400L1FastJet was slowest in event 454, with time:    1.0000 msec
Module hltPreHT400L1FastJetMHT90 was slowest in event 75, with time:    1.0000 msec
Module hltPreHT400L1FastJetMHT100 was slowest in event 3570, with time:    1.0000 msec
Module hltPreHT400AlphaT0p51 was slowest in event 121, with time:    1.0000 msec
Module hltHT400AlphaT0p51 was slowest in event 1189, with time:    1.0000 msec
Module hltPreHT400AlphaT0p52 was slowest in event 1363, with time:    1.0000 msec
Module hltHT400ALphaT0p52 was slowest in event 106, with time:    1.0000 msec
Module hltPreHT450 was slowest in event 1829, with time:    1.0000 msec
Module hltHT450 was slowest in event 298, with time:    1.0000 msec
Module hltPreHT450AlphaT0p51 was slowest in event 4708, with time:    1.0000 msec
Module hltHT450AlphaT0p51 was slowest in event 50, with time:    1.0000 msec
Module hltPreHT500 was slowest in event 1866, with time:    1.0000 msec
Module hltHT500 was slowest in event 95498, with time:    1.0000 msec
Module hltPreHT550 was slowest in event 1251, with time:    1.0000 msec
Module hltHT550 was slowest in event 163, with time:    1.0000 msec
Module hltPreHT600 was slowest in event 2957, with time:    1.0000 msec
Module hltHT600 was slowest in event 147, with time:    1.0000 msec
Module hltPreHT650 was slowest in event 4516, with time:    1.0000 msec
Module hltHT650 was slowest in event 23509, with time:    1.0000 msec
Module hltPreHT700 was slowest in event 3862, with time:    1.0000 msec
Module hltHT700 was slowest in event 7, with time:    1.0000 msec
Module hltPreHT750 was slowest in event 1127, with time:    1.0000 msec
Module hltHT750 was slowest in event 95909, with time:    1.0000 msec
Module hltPreHT750L1FastJet was slowest in event 8586, with time:    1.0000 msec
Module hltHT750L1FastJet was slowest in event 454, with time:    1.0000 msec
Module hltPreHT2000 was slowest in event 1568, with time:    1.0000 msec
Module hltHT2000 was slowest in event 366, with time:    1.0000 msec
Module hltPrePFHT650 was slowest in event 1208, with time:    1.0000 msec
Module hltCaloHTMHT was slowest in event 20724, with time:    1.0000 msec
Module hltCaloHT650 was slowest in event 83651, with time:    1.0000 msec
Module hltPFHTMHT was slowest in event 51612, with time:    1.0000 msec
Module hltPrePFHT350PFMHT90 was slowest in event 4847, with time:    1.0000 msec
Module hltCaloHT350MHT90 was slowest in event 539, with time:    1.0000 msec
Module hltPFHT350MHT90orCaloHT450orMHT140 was slowest in event 32882, with time:    1.0000 msec
Module hltPrePFHT350PFMHT100 was slowest in event 1234, with time:    1.0000 msec
Module hltCaloHT350MHT100 was slowest in event 366, with time:    1.0000 msec
Module hltPFHT350MHT100orCaloHT450orMHT150 was slowest in event 40870, with time:    1.0000 msec
Module hltPrePFHT400PFMHT80 was slowest in event 2979, with time:    1.0000 msec
Module hltCaloHT400MHT80 was slowest in event 121, with time:    1.0000 msec
Module hltPFHT400MHT80orCaloHT500orMHT130 was slowest in event 95599, with time:    1.0000 msec
Module hltPrePFHT400PFMHT90 was slowest in event 2955, with time:    1.0000 msec
Module hltCaloHT400MHT90 was slowest in event 516, with time:    1.0000 msec
Module hltPFHT400MHT90orCaloHT500orMHT140 was slowest in event 9012, with time:    1.0000 msec
Module hltPrePFMHT150 was slowest in event 5335, with time:    1.0000 msec
Module hltPreDiCentralPFJet30PFMHT80 was slowest in event 465, with time:    1.0000 msec
Module hltDiCentralJet20 was slowest in event 52235, with time:    1.0000 msec
Module hltPFMHTDiPFJet30 was slowest in event 8103, with time:    1.0000 msec
Module hltPFMHT80HT60 was slowest in event 15198, with time:    1.0000 msec
Module hltPreDiCentralPFJet50PFMHT80 was slowest in event 3523, with time:    1.0000 msec
Module hltPFMHTDiPFJet50 was slowest in event 60270, with time:    1.0000 msec
Module hltPreMET120 was slowest in event 291, with time:    1.0000 msec
Module hltMET120 was slowest in event 25391, with time:    1.0000 msec
Module hltPreMET120HBHENoiseFiltered was slowest in event 673, with time:    1.0000 msec
Module hltPreMET200 was slowest in event 4868, with time:    1.0000 msec
Module hltMET200 was slowest in event 579, with time:    1.0000 msec
Module hltPreMET200HBHENoiseFiltered was slowest in event 2714, with time:    1.0000 msec
Module hltPreMET400 was slowest in event 712, with time:    1.0000 msec
Module hltMET400 was slowest in event 101, with time:    1.0000 msec
Module hltL1sL1ETM30ORL1HTT50HTM30 was slowest in event 9387, with time:    3.9990 msec
Module hltPreR014MR150 was slowest in event 1806, with time:    1.0000 msec
Module hltRHemisphere was slowest in event 163, with time:    1.0000 msec
Module hltR014MR150 was slowest in event 29095, with time:    1.0000 msec
Module hltPreR020MR150 was slowest in event 3065, with time:    1.0000 msec
Module hltR020MR150 was slowest in event 4640, with time:    1.0000 msec
Module hltPreR020MR550 was slowest in event 1142, with time:    1.0000 msec
Module hltR020MR550 was slowest in event 174, with time:    1.0000 msec
Module hltPreR025MR150 was slowest in event 860, with time:    1.0000 msec
Module hltR025MR150 was slowest in event 14662, with time:    1.0000 msec
Module hltPreR025MR450 was slowest in event 1914, with time:    1.0000 msec
Module hltR025MR450 was slowest in event 121, with time:    1.0000 msec
Module hltPreR033MR350 was slowest in event 1329, with time:    1.0000 msec
Module hltR033MR350 was slowest in event 12697, with time:    1.0000 msec
Module hltPreR038MR250 was slowest in event 431, with time:    1.0000 msec
Module hltR038MR250 was slowest in event 13444, with time:    2.0000 msec
Module hltPreR038MR300 was slowest in event 2562, with time:    1.0000 msec
Module hltR038MR300 was slowest in event 93703, with time:    1.0000 msec
Module hltPreRMR65 was slowest in event 2056, with time:    1.0000 msec
Module hltRMR65 was slowest in event 62132, with time:    1.0000 msec
Module hltPreR014MR200CentralJet40BTagIP was slowest in event 1068, with time:    1.0000 msec
Module hltR014MR200 was slowest in event 23503, with time:    1.0000 msec
Module hltBJetRAzr was slowest in event 4616, with time:    1.0000 msec
Module hltGetJetsfromBJetRAzr was slowest in event 121, with time:    1.0000 msec
Module hltSelectorJetsRAzr was slowest in event 8130, with time:    1.0000 msec
Module hltBLifetimeL25JetsRAzr was slowest in event 5661, with time:    1.0000 msec
Module hltBLifetimeRegionalPixelSeedGeneratorRAzr was slowest in event 93205, with time:   87.9860 msec
Module hltBLifetimeRegionalCkfTrackCandidatesRAzr was slowest in event 93205, with time: 1202.8170 msec
Module hltBLifetimeRegionalCtfWithMaterialTracksRAzr was slowest in event 66119, with time:   54.9920 msec
Module hltBLifetimeL3AssociatorRAzr was slowest in event 55013, with time:    2.0000 msec
Module hltBLifetimeL3TagInfosRAzr was slowest in event 9330, with time:    2.0000 msec
Module hltBLifetimeL3BJetTagsRAzr was slowest in event 121, with time:    1.0000 msec
Module hltBLifetimeL3FilterRAzr was slowest in event 66543, with time:    1.0000 msec
Module hltPreR014MR400CentralJet40BTagIP was slowest in event 101, with time:    1.0000 msec
Module hltR014MR400 was slowest in event 282, with time:    1.0000 msec
Module hltPreR014MR450CentralJet40BTagIP was slowest in event 2727, with time:    1.0000 msec
Module hltR014MR450 was slowest in event 174, with time:    1.0000 msec
Module hltPreR020MR300CentralJet40BTagIP was slowest in event 717, with time:    1.0000 msec
Module hltR020MR300 was slowest in event 121, with time:    1.0000 msec
Module hltPreR020MR350CentralJet40BTagIP was slowest in event 1971, with time:    1.0000 msec
Module hltR020MR350 was slowest in event 12776, with time:    1.0000 msec
Module hltPreR030MR200CentralJet40BTagIP was slowest in event 5758, with time:    1.0000 msec
Module hltR030MR200 was slowest in event 65663, with time:    2.0000 msec
Module hltPreR030MR250CentralJet40BTagIP was slowest in event 2454, with time:    1.0000 msec
Module hltR030MR250 was slowest in event 20743, with time:    1.0000 msec
Module hltL1sL1SingleMuOpen was slowest in event 56814, with time:    2.9990 msec
Module hltL1sL1SingleMu10 was slowest in event 12128, with time:    1.0000 msec
Module hltL1sL1SingleMu20 was slowest in event 7231, with time:    3.0000 msec
Module hltPreL1SingleMu20 was slowest in event 5987, with time:    1.0000 msec
Module hltL1SingleMu20L1Filtered0 was slowest in event 2033, with time:    1.0000 msec
Module hltL1sL1DoubleMu0 was slowest in event 30567, with time:    1.0000 msec
Module hltL1sL1SingleMu12 was slowest in event 16155, with time:    1.9990 msec
Module hltL1sMu16Eta2p1 was slowest in event 5126, with time:    1.0000 msec
Module hltL1sL1SingleMu3 was slowest in event 43144, with time:    1.0000 msec
Module hltL1sL1SingleMu7 was slowest in event 3434, with time:    1.0000 msec
Module hltPreMu12 was slowest in event 14647, with time:    1.0000 msec
Module hltL1SingleMu7L1Filtered0 was slowest in event 168, with time:    1.0000 msec
Module hltL2Mu7L2Filtered7 was slowest in event 703, with time:    1.0000 msec
Module hltSingleMu12L3Filtered12 was slowest in event 769, with time:    1.0000 msec
Module hltL1sL1SingleMu16 was slowest in event 4262, with time:    1.0000 msec
Module hltEcalRegionalMuonsFEDs was slowest in event 17406, with time:    1.0000 msec
Module hltEcalRegionalMuonsRecHit was slowest in event 89278, with time:    2.0000 msec
Module hltTowerMakerForMuons was slowest in event 42308, with time:    7.9990 msec
Module hltL2MuonIsolations was slowest in event 4385, with time:    1.0000 msec
Module hltL1sL1SingleMu14Eta2p1 was slowest in event 31626, with time:    3.0000 msec
Module hltL1sMu14Eta2p1 was slowest in event 35072, with time:    1.0000 msec
Module hltL1sL1DoubleMu3p5 was slowest in event 9388, with time:    2.0000 msec
Module hltL1sL1DoubleMu3 was slowest in event 33136, with time:    2.0000 msec
Module hltPreDoubleMu7 was slowest in event 8054, with time:    1.0000 msec
Module hltL1DoubleMuon3L1Filtered0 was slowest in event 1419, with time:    1.0000 msec
Module hltDiMuon3L2PreFiltered0 was slowest in event 2557, with time:    1.0000 msec
Module hltDiMuonL3PreFiltered7 was slowest in event 1632, with time:    1.0000 msec
Module hltL1sDoubleMu3p5 was slowest in event 13771, with time:    1.0000 msec
Module hltL1sDiMu3p5 was slowest in event 65022, with time:    1.0000 msec
Module hltL1sL1DoubleMu0HighQ was slowest in event 11202, with time:    1.0000 msec
Module hltPreDoubleMu4JpsiDisplaced was slowest in event 76499, with time:    1.0000 msec
Module hltDimuonL1Filtered0 was slowest in event 1266, with time:    1.0000 msec
Module hltDimuonL2PreFiltered0 was slowest in event 14333, with time:    1.0000 msec
Module hltDoubleMu4JpsiDisplacedL3Filtered was slowest in event 4055, with time:    1.0000 msec
Module hltPreDoubleMu5JpsiDisplaced was slowest in event 77839, with time:    1.0000 msec
Module hltDoubleMu5JpsiDisplacedL3Filtered was slowest in event 42564, with time:    1.0000 msec
Module hltDoubleMu4BarrelBsL3Filtered was slowest in event 20611, with time:    1.0000 msec
Module hltPreDoubleMu4Dimuon6Bs was slowest in event 20017, with time:    1.0000 msec
Module hltDoubleMu4Dimuon6BsL3Filtered was slowest in event 4385, with time:    1.0000 msec
Module hltPreDoubleMu4p5LowMassDisplaced was slowest in event 85456, with time:    1.0000 msec
Module hltDoubleMu4p5LowMassDisplacedL3Filtered was slowest in event 11659, with time:    1.0000 msec
Module hltPreDoubleMu5LowMassDisplaced was slowest in event 21274, with time:    1.0000 msec
Module hltDoubleMu5LowMassDisplacedL3Filtered was slowest in event 47451, with time:    1.0000 msec
Module hltPreDimuon0OmegaPhi was slowest in event 25361, with time:    1.0000 msec
Module hltOmegaPhiL3Filtered was slowest in event 10954, with time:    1.0000 msec
Module hltDisplacedmumuVtxProducerOmegaPhi was slowest in event 50872, with time:    1.0000 msec
Module hltPreDimuon0Jpsi was slowest in event 17402, with time:    1.0000 msec
Module hltJpsiL3Filtered was slowest in event 22999, with time:    1.0000 msec
Module hltPreDimuon0JpsiNoVertexing was slowest in event 33922, with time:    1.0000 msec
Module hltJpsiNoVertexingL3Filtered was slowest in event 2211, with time:    1.0000 msec
Module hltPreDimuon0Upsilon was slowest in event 20956, with time:    1.0000 msec
Module hltUpsilonL3Filtered was slowest in event 21169, with time:    1.0000 msec
Module hltPreDimuon6LowMass was slowest in event 38432, with time:    0.9990 msec
Module hltL1DiMuon6L1Filtered0 was slowest in event 29499, with time:    1.0000 msec
Module hltL2DiMuon6L2PreFiltered0 was slowest in event 7859, with time:    1.0000 msec
Module hltDiMuon6IsoMuL2Filtered0 was slowest in event 9989, with time:    1.0000 msec
Module hltPreDimuon7UpsilonBarrel was slowest in event 54153, with time:    1.0000 msec
Module hltBarrelDimuon7UpsilonL3Filtered was slowest in event 34402, with time:    1.0000 msec
Module hltPreDimuon9UpsilonBarrel was slowest in event 7314, with time:    1.0000 msec
Module hltDimuon9BarrelUpsilonL3Filtered was slowest in event 47970, with time:    1.0000 msec
Module hltDimuon9PsiPrimeL3Filtered was slowest in event 23928, with time:    1.0000 msec
Module hltPreDimuon10JpsiBarrel was slowest in event 21663, with time:    1.0000 msec
Module hltDimuon10BarrelJpsiL3Filtered was slowest in event 27944, with time:    1.0000 msec
Module hltPreDimuon11PsiPrime was slowest in event 22046, with time:    1.0000 msec
Module hltDimuon11PsiPrimeL3Filtered was slowest in event 72044, with time:    1.0000 msec
Module hltDimuon13BarrelJpsiL3Filtered was slowest in event 34438, with time:    1.0000 msec
Module hltL1sL1TripleMu0 was slowest in event 94783, with time:    2.0000 msec
Module hltL1sL1DoubleMu10MuOpen was slowest in event 31899, with time:    1.0000 msec
Module hltL1sL1SingleMu5BQ7 was slowest in event 43895, with time:    2.0000 msec
Module hltMuTrackJpsiPixelTrackSelector was slowest in event 2023, with time:    1.0000 msec
Module hltMuTrackJpsiPixelTrackCands was slowest in event 563, with time:    1.0000 msec
Module hltMuTrackJpsiTrackSeeds was slowest in event 66438, with time:    4.9990 msec
Module hltMuTrackJpsiCkfTrackCandidates was slowest in event 43474, with time:   45.9930 msec
Module hltMuTrackJpsiCtfTracks was slowest in event 66438, with time:   10.9980 msec
Module hltMuTrackJpsiCtfTrackCands was slowest in event 62907, with time:    1.0000 msec
Module hltPreMu5L2Mu2Jpsi was slowest in event 23471, with time:    1.0000 msec
Module hltMu5L2Mu2L1Filtered0 was slowest in event 4055, with time:    1.0000 msec
Module hltMu5L2Mu2L2PreFiltered0 was slowest in event 2626, with time:    1.0000 msec
Module hltMu5L2Mu2L3Filtered5 was slowest in event 2211, with time:    1.0000 msec
Module hltMu5L2Mu2JpsiTrackMassFiltered was slowest in event 34438, with time:    1.0000 msec
Module hltPreMu7Track7Jpsi was slowest in event 9402, with time:    1.0000 msec
Module hltMu7TrackJpsiL1Filtered0 was slowest in event 4959, with time:    1.0000 msec
Module hltMu7TrackJpsiL2Filtered3 was slowest in event 7163, with time:    1.0000 msec
Module hltMu7TrackJpsiL3Filtered3 was slowest in event 5590, with time:    1.0000 msec
Module hltMu7Track6JpsiPixelMassFiltered was slowest in event 4159, with time:    1.0000 msec
Module hltMu7Track7JpsiTrackMassFiltered was slowest in event 11659, with time:    1.0000 msec
Module hltL1sL1SingleEG12 was slowest in event 60072, with time:    3.9990 msec
Module hltPrePhoton20CaloIdVLIsoL was slowest in event 13775, with time:    1.0000 msec
Module hltEcalRegionalEgammaFEDs was slowest in event 10256, with time:    1.0000 msec
Module hltEcalRegionalEgammaRecHit was slowest in event 35230, with time:    5.0000 msec
Module hltESRegionalEgammaRecHit was slowest in event 4975, with time:    7.9980 msec
Module hltHybridSuperClustersL1Isolated was slowest in event 63359, with time:    5.9990 msec
Module hltCorrectedHybridSuperClustersL1Isolated was slowest in event 44426, with time:    1.9990 msec
Module hltMulti5x5BasicClustersL1Isolated was slowest in event 40338, with time:    3.0000 msec
Module hltMulti5x5SuperClustersL1Isolated was slowest in event 73895, with time:    1.0000 msec
Module hltMulti5x5EndcapSuperClustersWithPreshowerL1Isolated was slowest in event 62457, with time:    9.9980 msec
Module hltCorrectedMulti5x5EndcapSuperClustersWithPreshowerL1Isolated was slowest in event 53999, with time:    1.0000 msec
Module hltHybridSuperClustersL1NonIsolated was slowest in event 95306, with time:    5.0000 msec
Module hltCorrectedHybridSuperClustersL1NonIsolatedTemp was slowest in event 18866, with time:    1.0000 msec
Module hltCorrectedHybridSuperClustersL1NonIsolated was slowest in event 66367, with time:    1.0000 msec
Module hltMulti5x5BasicClustersL1NonIsolated was slowest in event 69375, with time:    3.9990 msec
Module hltMulti5x5SuperClustersL1NonIsolated was slowest in event 71668, with time:    1.9990 msec
Module hltMulti5x5EndcapSuperClustersWithPreshowerL1NonIsolated was slowest in event 30461, with time:   10.9980 msec
Module hltCorrectedMulti5x5EndcapSuperClustersWithPreshowerL1NonIsolatedTemp was slowest in event 54892, with time:    1.0000 msec
Module hltCorrectedMulti5x5EndcapSuperClustersWithPreshowerL1NonIsolated was slowest in event 5758, with time:    1.0000 msec
Module hltL1IsoRecoEcalCandidate was slowest in event 39351, with time:    1.0000 msec
Module hltL1NonIsoRecoEcalCandidate was slowest in event 21640, with time:    1.0000 msec
Module hltEGRegionalL1SingleEG12 was slowest in event 7362, with time:    1.0000 msec
Module hltEG20EtFilter was slowest in event 28766, with time:    1.0000 msec
Module hltL1IsoHLTClusterShape was slowest in event 58099, with time:    2.0000 msec
Module hltL1NonIsoHLTClusterShape was slowest in event 770, with time:    1.0000 msec
Module hltEG20CaloIdVLClusterShapeFilter was slowest in event 64830, with time:    1.9990 msec
Module hltL1IsolatedPhotonEcalIsol was slowest in event 94630, with time:   15.9980 msec
Module hltL1NonIsolatedPhotonEcalIsol was slowest in event 60482, with time:   13.9980 msec
Module hltPhoton20CaloIdVLIsoLEcalIsoFilter was slowest in event 19944, with time:    1.0000 msec
Module hltL1IsolatedPhotonHcalForHE was slowest in event 15653, with time:    3.0000 msec
Module hltL1NonIsolatedPhotonHcalForHE was slowest in event 69375, with time:    4.0000 msec
Module hltPhoton20CaloIdVLIsoLHEFilter was slowest in event 22306, with time:    1.0000 msec
Module hltL1IsolatedPhotonHcalIsol was slowest in event 91480, with time:    3.0000 msec
Module hltL1NonIsolatedPhotonHcalIsol was slowest in event 9386, with time:    2.0000 msec
Module hltPhoton20CaloIdVLIsoLHcalIsoFilter was slowest in event 51031, with time:    3.0000 msec
Module hltL1IsoEgammaRegionalPixelSeedGenerator was slowest in event 91480, with time:  227.9660 msec
Module hltL1IsoEgammaRegionalCkfTrackCandidates was slowest in event 38775, with time: 6601.9960 msec
Module hltL1IsoEgammaRegionalCTFFinalFitWithMaterial was slowest in event 63225, with time:  160.9760 msec
Module hltL1NonIsoEgammaRegionalPixelSeedGenerator was slowest in event 11490, with time:  246.9630 msec
Module hltL1NonIsoEgammaRegionalCkfTrackCandidates was slowest in event 18334, with time: 12161.1510 msec
Module hltL1NonIsoEgammaRegionalCTFFinalFitWithMaterial was slowest in event 64272, with time:  181.9730 msec
Module hltL1IsolatedPhotonHollowTrackIsol was slowest in event 48, with time:    1.0000 msec
Module hltL1NonIsolatedPhotonHollowTrackIsol was slowest in event 112, with time:    1.0000 msec
Module hltPhoton20CaloIdVLIsoLTrackIsoFilter was slowest in event 191, with time:    1.0000 msec
Module hltPrePhoton20R9IdPhoton18R9Id was slowest in event 448, with time:    1.0000 msec
Module hltPhoton20R9IdPhoton18R9IdEgammaLHEFilter was slowest in event 74122, with time:    1.0000 msec
Module hltL1IsoR9ID was slowest in event 88289, with time:    1.0000 msec
Module hltL1NonIsoR9ID was slowest in event 264, with time:    1.0000 msec
Module hltPhoton20R9IdPhoton18R9IdEgammaR9IDFilter was slowest in event 43173, with time:    1.0000 msec
Module hltDoubleIsoEG18EtFilterUnseeded was slowest in event 96750, with time:    1.0000 msec
Module hltActivityPhotonHcalForHE was slowest in event 18256, with time:    4.9990 msec
Module hltDoubleIsoEG18HEFilterUnseeded was slowest in event 492, with time:    1.0000 msec
Module hltActivityR9ID was slowest in event 1006, with time:    1.0000 msec
Module hltPhoton20R9IdPhoton18R9IdEgammaR9IDDoubleFilter was slowest in event 7499, with time:    1.0000 msec
Module hltL1sL1DoubleEG125 was slowest in event 13716, with time:    1.0000 msec
Module hltActivityPhotonClusterShape was slowest in event 18256, with time:    2.9990 msec
Module hltActivityPhotonEcalIsol was slowest in event 18256, with time:   25.9960 msec
Module hltActivityPhotonHcalIsol was slowest in event 18256, with time:    5.9990 msec
Module hltActivityStartUpElectronPixelSeeds was slowest in event 16320, with time: 1208.8160 msec
Module hltL1IsoEgammaRegionalAnalyticalTrackSelector was slowest in event 81110, with time:    4.0000 msec
Module hltL1NonIsoEgammaRegionalAnalyticalTrackSelector was slowest in event 18334, with time:    4.9990 msec
Module hltL1IsolatedPhotonHollowTrackIsolWithId was slowest in event 1560, with time:    1.0000 msec
Module hltL1NonIsolatedPhotonHollowTrackIsolWithId was slowest in event 1363, with time:    1.0000 msec
Module hltEcalActivityEgammaRegionalPixelSeedGenerator was slowest in event 19797, with time:  365.9450 msec
Module hltEcalActivityEgammaRegionalCkfTrackCandidates was slowest in event 17504, with time: 11189.2990 msec
Module hltEcalActivityEgammaRegionalCTFFinalFitWithMaterial was slowest in event 64272, with time:  334.9480 msec
Module hltEcalActivityEgammaRegionalAnalyticalTrackSelector was slowest in event 26786, with time:   11.9980 msec
Module hltActivityPhotonHollowTrackIsolWithId was slowest in event 26786, with time:    2.0000 msec
Module hltL1sL1SingleEG20 was slowest in event 9138, with time:    1.0000 msec
Module hltPrePhoton30CaloIdVL was slowest in event 89998, with time:    1.0000 msec
Module hltEGRegionalL1SingleEG20 was slowest in event 178, with time:    1.0000 msec
Module hltEG30EtFilter was slowest in event 68468, with time:    1.0000 msec
Module hltEG30CaloIdVLClusterShapeFilter was slowest in event 307, with time:    1.0000 msec
Module hltEG30CaloIdVLHEFilter was slowest in event 18898, with time:    1.0000 msec
Module hltPrePhoton30CaloIdVLIsoL was slowest in event 393, with time:    1.0000 msec
Module hltPhoton30CaloIdVLIsoLEcalIsoFilter was slowest in event 1016, with time:    1.0000 msec
Module hltPhoton30CaloIdVLIsoLHEFilter was slowest in event 387, with time:    1.0000 msec
Module hltPhoton30CaloIdVLIsoLHcalIsoFilter was slowest in event 291, with time:    1.0000 msec
Module hltPhoton30CaloIdVLIsoLTrackIsoFilter was slowest in event 486, with time:    1.0000 msec
Module hltPrePhoton36Photon22 was slowest in event 87, with time:    1.0000 msec
Module hltEG36EtFilter was slowest in event 90012, with time:    1.0000 msec
Module hltEG36HELLastFilter was slowest in event 30801, with time:    1.0000 msec
Module hltEG22EtDoubleFilterUnseeded was slowest in event 1038, with time:    1.0000 msec
Module hltEG22HELDoubleLastFilterUnseeded was slowest in event 10958, with time:    1.0000 msec
Module hltPrePhoton36CaloIdVLPhoton22CaloIdVL was slowest in event 948, with time:    1.0000 msec
Module hltEG36HEFilter was slowest in event 85195, with time:    1.0000 msec
Module hltEG36CaloIdVLClusterShapeLastFilter was slowest in event 93239, with time:    1.0000 msec
Module hltDoubleIsoEG22EtFilterUnseeded was slowest in event 1450, with time:    1.0000 msec
Module hltDoubleIsoEG22HEFilterUnseeded was slowest in event 1451, with time:    1.0000 msec
Module hltEG22CaloIdVLClusterShapeDoubleLastFilterUnseeded was slowest in event 9214, with time:    1.0000 msec
Module hltPrePhoton36CaloIdLIsoVLPhoton22 was slowest in event 39, with time:    1.0000 msec
Module hltEG36HELFilter was slowest in event 924, with time:    1.0000 msec
Module hltEG36CaloIdLClusterShapeFilter was slowest in event 1131, with time:    1.0000 msec
Module hltEG36CaloIdLIsoVLEcalIsolFilter was slowest in event 447, with time:    1.0000 msec
Module hltEG36CaloIdLIsoVLHcalIsolFilter was slowest in event 5198, with time:    1.0000 msec
Module hltEG36CaloIdLIsoVLTrackIsolLastFilter was slowest in event 1059, with time:    1.0000 msec
Module hltPrePhoton36CaloIdLIsoVLPhoton22CaloIdLIsoVL was slowest in event 835, with time:    1.0000 msec
Module hltEG36CaloIdLIsoVLHcalIsolLastFilter was slowest in event 2745, with time:    1.0000 msec
Module hltEG22HELDoubleFilterUnseeded was slowest in event 3744, with time:    1.0000 msec
Module hltEG22CaloIdLClusterShapeDoubleFilterUnseeded was slowest in event 22907, with time:    1.0000 msec
Module hltEG22CaloIdLEcalIsolDoubleFilterUnseeded was slowest in event 4003, with time:    1.0000 msec
Module hltEG22CaloIdLHcalIsolDoubleFilterUnseeded was slowest in event 2515, with time:    1.0000 msec
Module hltEG22CaloIdLTrackIsolDoubleLastFilterUnseeded was slowest in event 41209, with time:    1.0000 msec
Module hltPrePhoton36CaloIdLIsoVLPhoton22R9Id was slowest in event 907, with time:    1.0000 msec
Module hltEG22R9IdLastFilterUnseeded was slowest in event 954, with time:    1.0000 msec
Module hltEG22CaloIdLClusterShapeFilterUnseeded was slowest in event 36029, with time:    1.0000 msec
Module hltEG22CaloIdLEcalIsolFilterUnseeded was slowest in event 32483, with time:    1.0000 msec
Module hltEG22CaloIdLHcalIsolFilterUnseeded was slowest in event 57309, with time:    1.0000 msec
Module hltEG22CaloIdLTrackIsolLastFilterUnseeded was slowest in event 41987, with time:    1.0000 msec
Module hltPrePhoton36R9IdPhoton22CaloIdLIsoVL was slowest in event 703, with time:    1.0000 msec
Module hltEG36R9IdLastFilter was slowest in event 1477, with time:    1.0000 msec
Module hltPhoton36R9IdPhoton22CaloIdLIsoVLEgammaDoubleCombLastFilter was slowest in event 87119, with time:    0.9990 msec
Module hltPrePhoton36R9IdPhoton22R9Id was slowest in event 1455, with time:    1.0000 msec
Module hltEG22R9IdDoubleLastFilterUnseeded was slowest in event 11155, with time:    1.0000 msec
Module hltPrePhoton50CaloIdVL was slowest in event 9, with time:    1.0000 msec
