hltTimingSummary output at a glance: 

Input file: outputTiming.root
Output root file name: outfile.root

NOTE: Results obtained using CPU time.
      Due to resolution effects in CPUTimer, event histograms may not reflect reality.
      Please be aware of these limitations when drawing your conclusions.

Skipping 65 event(s) due to module initialization:
Events 0, 1, 15, 77, 26, 24, 79, 5, 20, 7516, 271, 186, 258, 530, 56, 1773, 2049, 4609, 1999, 76, 350, 952, 97583, 379, 804, 24881, 39009, 15592, 7970, 99410, 8614, 4317, 17, 164, 395, 19, 2203, 13822, 2379, 3761, 16184, 38, 118, 222, 512, 158, 108, 5473, 207, 751, 4069, 6102, 15685, 28967, 3990, 77063, 1621, 123, 4843, 692, 300, 561, 25, 800, 3887

Not including any information from the following excluded modules: 
hltGetRaw
hltGetConditions
hltBoolFalse
hltBoolTrue

Average path times are as follows (all in msec): 
  30.4921 (path HLT_Ele20_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_MediumIsoPFTau20_v6)
   3.9219 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_MediumIsoPFTau25_v5)
  22.4622 (path HLT_Ele25_CaloIdVT_TrkIdT_CentralJet30_BTagIP_v13)
  39.7070 (path HLT_Ele25_CaloIdVT_TrkIdT_CentralPFJet30_v3)
  39.7070 (path HLT_Ele25_CaloIdVT_TrkIdT_DiCentralPFJet30_v3)
  39.7066 (path HLT_Ele25_CaloIdVT_TrkIdT_TriCentralPFJet30_v3)
  39.7066 (path HLT_Ele25_CaloIdVT_TrkIdT_QuadCentralPFJet30_v3)
  16.3031 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralJet30_v9)
  24.1218 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFJet30_v3)
  24.1219 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_DiCentralPFJet30_v3)
  24.1218 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_TriCentralPFJet30_v3)
  24.1217 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_QuadCentralPFJet30_v3)
  17.3380 (path HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralJet30_BTagIP_v9)
  11.1034 (path HLT_Ele27_WP80_DiCentralPFJet25_PFMHT15_v5)
  11.1036 (path HLT_Ele27_WP80_DiCentralPFJet25_v5)
  11.1034 (path HLT_Ele27_WP80_DiPFJet25_Deta3_v5)
  33.8029 (path HLT_Ele27_CaloIdVT_TrkIdT_DiCentralPFJet25_v5)
  33.8027 (path HLT_Ele27_CaloIdVT_TrkIdT_DiPFJet25_Deta3_v5)
  11.2759 (path HLT_Ele32_WP80_DiCentralPFJet25_PFMHT25_v5)
  11.2760 (path HLT_Ele32_WP80_DiPFJet25_Deta3p5_v5)
  34.8833 (path HLT_Photon30_CaloIdVT_CentralJet20_BTagIP_v7)
   3.9251 (path HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_HT150_v4)
   3.9251 (path HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_HT200_v4)
   3.9145 (path HLT_DoubleEle10_CaloIdL_TrkIdVL_Ele10_CaloIdT_TrkIdVL_v5)
   3.9145 (path HLT_TripleEle10_CaloIdL_TrkIdVL_v11)
   3.9172 (path HLT_PixelTracks_Multiplicity80_v8)
   3.9172 (path HLT_PixelTracks_Multiplicity100_v8)
   3.9273 (path HLT_BeamGas_HF_v6)
   3.9131 (path HLT_BeamGas_HF_Beam1_v2)
   3.9128 (path HLT_BeamGas_HF_Beam2_v2)
   3.9124 (path HLT_BeamHalo_v8)
   3.9211 (path HLT_L1Tech_CASTOR_HaloMuon_v2)
   3.9114 (path HLT_L1Tech_DT_GlobalOR_v2)
   3.9124 (path HLT_L1_PreCollisions_v3)
   3.9120 (path HLT_L1_Interbunch_BSC_v3)
  83.3327 (path HLT_IsoTrackHE_v10)
  27.4582 (path HLT_IsoTrackHB_v9)
   0.0158 (path HLT_HcalPhiSym_v8)
   0.0157 (path HLT_HcalNZS_v7)
   3.9059 (path HLT_GlobalRunHPDNoise_v5)
   3.9238 (path HLT_L1Tech_HBHEHO_totalOR_v3)
   3.9142 (path HLT_L1Tech_HCAL_HF_single_channel_v1)
   3.9556 (path HLT_ZeroBias_v4)
   3.8938 (path HLT_Physics_v2)
   3.8940 (path DST_Physics_v2)
   0.0037 (path HLT_DTCalibration_v1)
   0.0037 (path HLT_EcalCalibration_v2)
   0.0037 (path HLT_HcalCalibration_v2)
   0.0037 (path HLT_TrackerCalibration_v2)
   0.0033 (path HLT_Random_v1)
   3.7225 (path HLT_L1SingleMuOpen_AntiBPTX_v3)
   3.9309 (path HLT_L1TrackerCosmics_v4)
   3.9309 (path HLT_RegionalCosmicTracking_v9)
   3.9309 (path HLT_L3MuonsCosmicTracking_v6)
   0.2566 (path HLT_LogMonitor_v1)
   0.2595 (path HLT_DTErrors_v2)
   3.9154 (path HLT_L1DoubleJet36Central_v4)
   6.4725 (path AlCa_EcalPi0_v10)
   6.4189 (path AlCa_EcalEta_v9)
   5.6530 (path AlCa_EcalPhiSym_v7)
   3.9639 (path AlCa_RPCMuonNoTriggers_v6)
   4.1115 (path AlCa_RPCMuonNoHits_v6)
   4.0288 (path AlCa_RPCMuonNormalisation_v6)
   3.9295 (path AlCa_LumiPixels_v2)
  27.6239 (path DQM_FEDIntegrity_v5)
   3.2165 (path HLTriggerFinalPath)

The slowest event (64272) took 25276.1570 msec

The three slowest modules (running in any path) are: 
Module hltL1IsoEgammaRegionalCkfTrackCandidates, with average per event time:   60.5423 msec
Module hltHITPixelTracksHE, with average per event time:   51.0015 msec
Module hltPixelTracks, with average per event time:   17.6632 msec

The three slowest modules (by path) are: 
Module hltL1IsoEgammaRegionalCkfTrackCandidates in path HLT_Photon20_CaloIdVL_IsoL_v9, with average per event time:   55.8619 msec
Module hltHITPixelTracksHE in path HLT_IsoTrackHE_v10, with average per event time:   51.0015 msec
Module hltSiPixelDigis in path DQM_FEDIntegrity_v5, with average per event time:   15.5838 msec

The three slowest RUNNING modules (by path) are: 
Module hltEcalActivityEgammaRegionalCkfTrackCandidates in path HLT_HT350_DoubleIsoPFTau10_Trk3_PFMHT45_v13, with average running time: 5197.2100 msec
Module hltEcalActivityEgammaRegionalCkfTrackCandidates in path HLT_Photon36_R9Id_Photon22_CaloIdL_IsoVL_v7, with average running time:  742.9677 msec
Module hltEcalActivityEgammaRegionalCkfTrackCandidates in path HLT_Photon36_CaloIdL_IsoVL_Photon22_R9Id_v6, with average running time:  717.0073 msec

A given module took the longest time to run in the following events:
Module hltTriggerType was slowest in event 37455, with time:    1.0000 msec
Module hltGtDigis was slowest in event 43123, with time:    5.0000 msec
Module hltGctDigis was slowest in event 1728, with time:    2.0000 msec
Module hltL1GtObjectMap was slowest in event 7303, with time:   18.9980 msec
Module hltL1extraParticles was slowest in event 7348, with time:    2.0000 msec
Module hltScalersRawToDigi was slowest in event 19681, with time:    2.0000 msec
Module hltOnlineBeamSpot was slowest in event 41864, with time:    3.0000 msec
Module hltOfflineBeamSpot was slowest in event 16050, with time:    2.0000 msec
Module hltL1sZeroBias was slowest in event 88141, with time:    2.0000 msec
Module hltPreActivityEcalSC7 was slowest in event 550, with time:    1.0000 msec
Module hltEcalRawToRecHitFacility was slowest in event 20294, with time:    4.0000 msec
Module hltESRawToRecHitFacility was slowest in event 88913, with time:    2.9990 msec
Module hltEcalRegionalRestFEDs was slowest in event 15799, with time:    1.0000 msec
Module hltEcalRegionalESRestFEDs was slowest in event 12430, with time:    1.0000 msec
Module hltEcalRecHitAll was slowest in event 63872, with time:   16.9980 msec
Module hltESRecHitAll was slowest in event 7303, with time:   18.9970 msec
Module hltHybridSuperClustersActivity was slowest in event 17488, with time:    8.9990 msec
Module hltCorrectedHybridSuperClustersActivity was slowest in event 25149, with time:    2.0000 msec
Module hltMulti5x5BasicClustersActivity was slowest in event 17599, with time:   15.9980 msec
Module hltMulti5x5SuperClustersActivity was slowest in event 62795, with time:    5.9990 msec
Module hltMulti5x5SuperClustersWithPreshowerActivity was slowest in event 62795, with time:   31.9960 msec
Module hltCorrectedMulti5x5SuperClustersWithPreshowerActivity was slowest in event 18815, with time:    2.0000 msec
Module hltRecoEcalSuperClusterActivityCandidate was slowest in event 3602, with time:    1.0000 msec
Module hltEcalActivitySuperClusterWrapper was slowest in event 29417, with time:    1.0000 msec
Module hltEgammaSelectEcalSuperClustersActivityFilterSC7 was slowest in event 52736, with time:    1.0000 msec
Module hltBoolEnd was slowest in event 90334, with time:    1.0000 msec
Module hltL1sL1SingleJet16 was slowest in event 75056, with time:    2.0000 msec
Module hltL1sL1SingleJet36 was slowest in event 45, with time:    1.0000 msec
Module hltHcalDigis was slowest in event 45688, with time:    6.9990 msec
Module hltHbhereco was slowest in event 61101, with time:    4.9990 msec
Module hltHfreco was slowest in event 680, with time:    4.0000 msec
Module hltHoreco was slowest in event 32163, with time:    2.0000 msec
Module hltTowerMakerForAll was slowest in event 65634, with time:   30.9960 msec
Module hltAntiKT5CaloJets was slowest in event 10201, with time:   21.9970 msec
Module hltCaloJetIDPassed was slowest in event 17599, with time:    4.0000 msec
Module hltCaloJetCorrected was slowest in event 18815, with time:    4.0000 msec
Module hltKT6CaloJets was slowest in event 9004, with time:   24.9960 msec
Module hltCaloJetL1FastJetCorrected was slowest in event 9324, with time:    5.0000 msec
Module hltEcalRegionalJetsFEDs was slowest in event 62847, with time:    3.0000 msec
Module hltEcalRegionalJetsRecHit was slowest in event 61101, with time:   17.9970 msec
Module hltTowerMakerForJets was slowest in event 1381, with time:   27.9960 msec
Module hltAntiKT5CaloJetsRegional was slowest in event 22148, with time:   21.9970 msec
Module hltCaloJetL1MatchedRegional was slowest in event 25149, with time:    2.0000 msec
Module hltCaloJetIDPassedRegional was slowest in event 16097, with time:    2.0000 msec
Module hltCaloJetCorrectedRegional was slowest in event 29823, with time:    2.9990 msec
Module hltL1sL1SingleJet68 was slowest in event 40111, with time:    2.0000 msec
Module hltPreJet110 was slowest in event 88, with time:    1.0000 msec
Module hltSingleJet110Regional was slowest in event 75, with time:    1.0000 msec
Module hltL1sL1SingleJet92 was slowest in event 17905, with time:    1.0000 msec
Module hltPreJet190 was slowest in event 7218, with time:    1.0000 msec
Module hltSingleJet190Regional was slowest in event 2648, with time:    1.0000 msec
Module hltPreJet240 was slowest in event 4297, with time:    1.0000 msec
Module hltSingleJet240Regional was slowest in event 2076, with time:    1.0000 msec
Module hltPreJet240L1FastJet was slowest in event 4280, with time:    1.0000 msec
Module hltSingleJet240L1FastJet was slowest in event 6727, with time:    2.0000 msec
Module hltL1sL1SingleJet128 was slowest in event 89523, with time:    1.9990 msec
Module hltPreDiJetAve110 was slowest in event 991, with time:    1.0000 msec
Module hltDiJetAve110 was slowest in event 57926, with time:    1.0000 msec
Module hltPreDiJetAve190 was slowest in event 526, with time:    1.0000 msec
Module hltDiJetAve190 was slowest in event 1904, with time:    1.0000 msec
Module hltPreDiJetAve240 was slowest in event 2328, with time:    1.0000 msec
Module hltDiJetAve240 was slowest in event 104, with time:    1.0000 msec
Module hltL1sL1HTT100 was slowest in event 34156, with time:    1.0000 msec
Module hltPreDSTFatJetMass300DR1p1Deta2p0 was slowest in event 9862, with time:    1.0000 msec
Module hltDoubleJet30Central was slowest in event 536, with time:    1.0000 msec
Module hltCaloJetCorrectedSelected was slowest in event 163, with time:    1.0000 msec
Module hltFatJetMass300DR1p1DEta2p0 was slowest in event 2415, with time:    1.0000 msec
Module hltAntiKT5CaloJetsSelected was slowest in event 1826, with time:    1.0000 msec
Module hltPreDSTFatJetMass400DR1p1Deta2p0RunPF was slowest in event 2387, with time:    1.0000 msec
Module hltFatJetMass400DR1p1DEta2p0 was slowest in event 378, with time:    1.0000 msec
Module hltTowerMakerForPF was slowest in event 64047, with time:   29.9950 msec
Module hltAntiKT5CaloJetsPF was slowest in event 64047, with time:   13.9990 msec
Module hltAntiKT5CaloJetsPFEt5 was slowest in event 441, with time:    1.0000 msec
Module hltMuonDTDigis was slowest in event 44260, with time:    1.9990 msec
Module hltDt1DRecHits was slowest in event 41273, with time:    1.0000 msec
Module hltDt4DSegments was slowest in event 95245, with time:   50.9920 msec
Module hltMuonCSCDigis was slowest in event 50, with time:    9.9990 msec
Module hltCsc2DRecHits was slowest in event 33916, with time:   20.9970 msec
Module hltCscSegments was slowest in event 11704, with time:   77.9890 msec
Module hltMuonRPCDigis was slowest in event 97277, with time:    1.9990 msec
Module hltRpcRecHits was slowest in event 90426, with time:    1.0000 msec
Module hltL2MuonSeeds was slowest in event 25908, with time:    3.9990 msec
Module hltL2Muons was slowest in event 61491, with time:   44.9930 msec
Module hltL2MuonCandidates was slowest in event 97795, with time:    1.0000 msec
Module hltSiPixelDigis was slowest in event 7348, with time:   45.9930 msec
Module hltSiPixelClusters was slowest in event 19451, with time:   43.9930 msec
Module hltSiPixelRecHits was slowest in event 19451, with time:   32.9960 msec
Module hltSiStripExcludedFEDListProducer was slowest in event 62482, with time:    1.0000 msec
Module hltSiStripRawToClustersFacility was slowest in event 60335, with time:    2.0000 msec
Module hltSiStripClusters was slowest in event 18488, with time:    7.9990 msec
Module hltL3TrajSeedOIState was slowest in event 84589, with time:  207.9690 msec
Module hltL3TrackCandidateFromL2OIState was slowest in event 8806, with time:   47.9920 msec
Module hltL3TkTracksFromL2OIState was slowest in event 1266, with time:    2.0000 msec
Module hltL3MuonsOIState was slowest in event 29519, with time:    7.9990 msec
Module hltL3TrajSeedOIHit was slowest in event 134, with time:    3.0000 msec
Module hltL3TrackCandidateFromL2OIHit was slowest in event 62240, with time:  119.9810 msec
Module hltL3TkTracksFromL2OIHit was slowest in event 62240, with time:    5.0000 msec
Module hltL3MuonsOIHit was slowest in event 86001, with time:    7.9990 msec
Module hltL3TkFromL2OICombination was slowest in event 1688, with time:    1.0000 msec
Module hltL3TrajSeedIOHit was slowest in event 19888, with time:  111.9830 msec
Module hltL3TrackCandidateFromL2IOHit was slowest in event 19888, with time: 1720.7390 msec
Module hltL3TkTracksFromL2IOHit was slowest in event 19888, with time:   90.9860 msec
Module hltL3MuonsIOHit was slowest in event 19888, with time:   27.9950 msec
Module hltL3TrajectorySeed was slowest in event 1544, with time:    1.0000 msec
Module hltL3TrackCandidateFromL2 was slowest in event 23733, with time:    3.9990 msec
Module hltL3TkTracksFromL2 was slowest in event 3162, with time:    1.0000 msec
Module hltL3MuonsLinksCombination was slowest in event 2962, with time:    1.0000 msec
Module hltL3Muons was slowest in event 1791, with time:    1.0000 msec
Module hltL3MuonCandidates was slowest in event 2211, with time:    1.0000 msec
Module hltPixelTracks was slowest in event 78904, with time: 1330.7980 msec
Module hltPixelVertices was slowest in event 14523, with time:    4.0000 msec
Module hltPFJetPixelSeedsFromPixelTracks was slowest in event 83760, with time:   46.9930 msec
Module hltPFJetCkfTrackCandidates was slowest in event 78904, with time: 1111.8310 msec
Module hltPFJetCtfWithMaterialTracks was slowest in event 83760, with time:  350.9470 msec
Module hltPFlowTrackSelectionHighPurity was slowest in event 64272, with time:   18.9980 msec
Module hltTrackRefsForJetsIter0 was slowest in event 18340, with time:    1.0000 msec
Module hltAntiKT5TrackJetsIter0 was slowest in event 9312, with time:    2.0000 msec
Module hltTrackAndTauJetsIter0 was slowest in event 446, with time:    1.0000 msec
Module hltIter1ClustersRefRemoval was slowest in event 10167, with time:    9.9990 msec
Module hltIter1SiStripClusters was slowest in event 21126, with time:    4.0000 msec
Module hltIter1PFJetPixelSeeds was slowest in event 83109, with time:  276.9580 msec
Module hltIter1PFJetCkfTrackCandidates was slowest in event 39310, with time:  297.9550 msec
Module hltIter1PFJetCtfWithMaterialTracks was slowest in event 83760, with time:   53.9920 msec
Module hltIter1PFlowTrackSelectionHighPurityLoose was slowest in event 8525, with time:    3.0000 msec
Module hltIter1PFlowTrackSelectionHighPurityTight was slowest in event 8416, with time:    2.0000 msec
Module hltIter1PFlowTrackSelectionHighPurity was slowest in event 94638, with time:    6.9990 msec
Module hltIter1Merged was slowest in event 83760, with time:   75.9880 msec
Module hltTrackRefsForJetsIter1 was slowest in event 77980, with time:    1.0000 msec
Module hltAntiKT5TrackJetsIter1 was slowest in event 7870, with time:    2.0000 msec
Module hltTrackAndTauJetsIter1 was slowest in event 446, with time:    1.0000 msec
Module hltIter2ClustersRefRemoval was slowest in event 12375, with time:    7.9990 msec
Module hltIter2SiStripClusters was slowest in event 12375, with time:    5.9980 msec
Module hltIter2PFJetPixelSeeds was slowest in event 83760, with time:  378.9420 msec
Module hltIter2PFJetCkfTrackCandidates was slowest in event 39310, with time: 1975.6990 msec
Module hltIter2PFJetCtfWithMaterialTracks was slowest in event 83760, with time:  166.9750 msec
Module hltIter2PFlowTrackSelectionHighPurity was slowest in event 39310, with time:    5.9990 msec
Module hltIter2Merged was slowest in event 96355, with time:   31.9950 msec
Module hltTrackRefsForJetsIter2 was slowest in event 471, with time:    1.0000 msec
Module hltAntiKT5TrackJetsIter2 was slowest in event 13784, with time:    2.0000 msec
Module hltTrackAndTauJetsIter2 was slowest in event 29515, with time:    1.0000 msec
Module hltIter3ClustersRefRemoval was slowest in event 10167, with time:    6.9990 msec
Module hltIter3SiStripClusters was slowest in event 10167, with time:    4.0000 msec
Module hltIter3PFJetMixedSeeds was slowest in event 83760, with time:  305.9530 msec
Module hltIter3PFJetCkfTrackCandidates was slowest in event 97443, with time:  239.9630 msec
Module hltIter3PFJetCtfWithMaterialTracks was slowest in event 83760, with time:   76.9880 msec
Module hltIter3PFlowTrackSelectionHighPurityLoose was slowest in event 83760, with time:    2.9990 msec
Module hltIter3PFlowTrackSelectionHighPurityTight was slowest in event 471, with time:    1.0000 msec
Module hltIter3PFlowTrackSelectionHighPurity was slowest in event 644, with time:    1.0000 msec
Module hltIter3Merged was slowest in event 83760, with time:   49.9930 msec
Module hltTrackRefsForJetsIter3 was slowest in event 58656, with time:    1.0000 msec
Module hltAntiKT5TrackJetsIter3 was slowest in event 63380, with time:    3.0000 msec
Module hltTrackAndTauJetsIter3 was slowest in event 441, with time:    1.0000 msec
Module hltIter4ClustersRefRemoval was slowest in event 12375, with time:    6.9990 msec
Module hltIter4SiStripClusters was slowest in event 10167, with time:    3.9990 msec
Module hltIter4PFJetPixelLessSeeds was slowest in event 39310, with time:  758.8850 msec
Module hltIter4PFJetCkfTrackCandidates was slowest in event 39310, with time: 3046.5370 msec
Module hltIter4PFJetCtfWithMaterialTracks was slowest in event 39310, with time:  142.9780 msec
Module hltIter4PFlowTrackSelectionHighPurity was slowest in event 39310, with time:    3.9990 msec
Module hltIter4Merged was slowest in event 39310, with time:   75.9890 msec
Module hltPFMuonMerging was slowest in event 84950, with time:   40.9940 msec
Module hltMuonLinks was slowest in event 41115, with time:    8.9990 msec
Module hltMuons was slowest in event 76905, with time:   96.9850 msec
Module hltParticleFlowRecHitECAL was slowest in event 62795, with time:   23.9960 msec
Module hltParticleFlowRecHitHCAL was slowest in event 46181, with time:   20.9970 msec
Module hltParticleFlowRecHitPS was slowest in event 62795, with time:   46.9930 msec
Module hltParticleFlowClusterECAL was slowest in event 78724, with time:  133.9790 msec
Module hltParticleFlowClusterHCAL was slowest in event 63380, with time:  100.9850 msec
Module hltParticleFlowClusterHFEM was slowest in event 98774, with time:  135.9790 msec
Module hltParticleFlowClusterHFHAD was slowest in event 62795, with time:   65.9900 msec
Module hltParticleFlowClusterPS was slowest in event 13784, with time:   36.9940 msec
Module hltLightPFTracks was slowest in event 64272, with time:    5.0000 msec
Module hltParticleFlowBlock was slowest in event 39310, with time:  394.9400 msec
Module hltParticleFlow was slowest in event 39310, with time:   50.9930 msec
Module hltAntiKT5PFJets was slowest in event 85201, with time:   12.9980 msec
Module hltAntiKT5ConvPFJets was slowest in event 62138, with time:    1.0000 msec
Module hltPreFatJetMass850DR1p1Deta2p0 was slowest in event 5046, with time:    1.0000 msec
Module hltFatJetMass850DR1p1DEta2p0 was slowest in event 1859, with time:    1.0000 msec
Module hltL1sL1DoubleForJet32EtaOpp was slowest in event 88154, with time:    1.0000 msec
Module hltL1sL1DoubleForJet44EtaOpp was slowest in event 130, with time:    1.0000 msec
Module hltPreDiJet130PT130 was slowest in event 2454, with time:    1.0000 msec
Module hltDijet130PT130 was slowest in event 298, with time:    1.0000 msec
Module hltPreDiJet160PT160 was slowest in event 8763, with time:    1.0000 msec
Module hltDijet160PT160 was slowest in event 894, with time:    1.0000 msec
Module hltL1sL1ETM30 was slowest in event 2777, with time:    2.0000 msec
Module hltPreCentralJet80MET65 was slowest in event 7196, with time:    1.0000 msec
Module hltCenJet80CentralRegional was slowest in event 174, with time:    1.0000 msec
Module hltMet was slowest in event 25149, with time:    4.0000 msec
Module hltMET65 was slowest in event 6340, with time:    1.0000 msec
Module hltPreCentralJet80MET80 was slowest in event 1732, with time:    1.0000 msec
Module hltCaloJetIDPassedRegionalHF was slowest in event 34079, with time:    1.0000 msec
Module hltCaloJetCorrectedRegionalHF was slowest in event 89, with time:    1.0000 msec
Module hltCenJet80MCentralRegional was slowest in event 1534, with time:    1.0000 msec
Module hltMET80 was slowest in event 49581, with time:    1.0000 msec
Module hltPreCentralJet80MET95 was slowest in event 306, with time:    1.0000 msec
Module hltMET95 was slowest in event 883, with time:    1.0000 msec
Module hltPreCentralJet80MET110 was slowest in event 4486, with time:    1.0000 msec
Module hltMET110 was slowest in event 542, with time:    1.0000 msec
Module hltL1sL1ETM20 was slowest in event 6475, with time:    1.9980 msec
Module hltPreDiCentralJet20MET100HBHENoiseFiltered was slowest in event 2021, with time:    1.0000 msec
Module hlt2CenJet20CentralRegional was slowest in event 73587, with time:    1.0000 msec
Module hltMET100 was slowest in event 486, with time:    1.0000 msec
Module hltHcalNoiseInfoProducer was slowest in event 31980, with time:    4.9990 msec
Module hltPreDiCentralJet20MET80 was slowest in event 2492, with time:    1.0000 msec
Module hltPreDiCentralJet20BTagIPMET65 was slowest in event 5415, with time:    1.0000 msec
Module hltBJetHbb was slowest in event 10167, with time:    1.0000 msec
Module hltGetJetsfromBJetHbb was slowest in event 22034, with time:    1.0000 msec
Module hltSelectorJetsHbb was slowest in event 8103, with time:    1.0000 msec
Module hltBLifetimeL25JetsHbb was slowest in event 85910, with time:    1.0000 msec
Module hltBLifetimeL25AssociatorHbb was slowest in event 915, with time:    1.0000 msec
Module hltBLifetimeL25TagInfosHbb was slowest in event 28699, with time:    4.0000 msec
Module hltBLifetimeL25BJetTagsHbb was slowest in event 3371, with time:    1.0000 msec
Module hltBLifetimeL25FilterHbb was slowest in event 12523, with time:    1.0000 msec
Module hltBLifetimeRegionalPixelSeedGeneratorHbb was slowest in event 98879, with time:  278.9580 msec
Module hltBLifetimeRegionalCkfTrackCandidatesHbb was slowest in event 98146, with time: 2436.6290 msec
Module hltBLifetimeRegionalCtfWithMaterialTracksHbb was slowest in event 98879, with time:  107.9840 msec
Module hltBLifetimeL3AssociatorHbb was slowest in event 10167, with time:    1.0000 msec
Module hltBLifetimeL3TagInfosHbb was slowest in event 17406, with time:    2.0000 msec
Module hltBLifetimeL3BJetTagsHbb was slowest in event 2171, with time:    1.0000 msec
Module hltBLifetimeL3FilterHbbTight was slowest in event 16698, with time:    1.0000 msec
Module hltL1sL1DoubleJet36Central was slowest in event 41, with time:    1.0000 msec
Module hltL1sL1DoubleJet44Central was slowest in event 36815, with time:    1.0000 msec
Module hltL1sL1QuadJet28Central was slowest in event 21007, with time:    1.0000 msec
Module hltPreQuadJet45DiJet40 was slowest in event 321, with time:    1.0000 msec
Module hltExaJet40 was slowest in event 98596, with time:    1.0000 msec
Module hltQuadJet45 was slowest in event 62996, with time:    1.0000 msec
Module hltParticleFlowBlockForTaus was slowest in event 39310, with time:  457.9300 msec
Module hltParticleFlowForTaus was slowest in event 39310, with time:   57.9910 msec
Module hltAntiKT5PFJetsForTaus was slowest in event 26772, with time:   10.9990 msec
Module hltAntiKT5ConvPFJetsForTaus was slowest in event 10465, with time:    1.0000 msec
Module hltPFTauJetTracksAssociator was slowest in event 66119, with time:    2.0000 msec
Module hltPFTauTagInfo was slowest in event 11501, with time:  108.9840 msec
Module hltPFTausTightIso was slowest in event 83109, with time:    7.9990 msec
Module hltPFTauTightIsoTrackFindingDiscriminator was slowest in event 10036, with time:    1.0000 msec
Module hltPFTauTightIsoIsolationDiscriminator was slowest in event 20405, with time:    2.0000 msec
Module hltSelectedPFTausTightIsoTrackFinding was slowest in event 8626, with time:    1.0000 msec
Module hltSelectedPFTausTightIsoTrackFindingIsolation was slowest in event 42940, with time:    1.0000 msec
Module hltConvPFTausTightIsoTrackFinding was slowest in event 36955, with time:    1.0000 msec
Module hltConvPFTausTightIsoTrackFindingIsolation was slowest in event 9396, with time:    1.0000 msec
Module hltConvPFTausTightIso was slowest in event 15619, with time:    1.0000 msec
Module hltPreSixJet45 was slowest in event 7433, with time:    1.0000 msec
Module hltExaJet45 was slowest in event 78, with time:    1.0000 msec
Module hltPreSixJet45L1FastJet was slowest in event 1115, with time:    1.0000 msec
Module hltExaJet45L1FastJet was slowest in event 322, with time:    1.0000 msec
Module hltPreEightJet35 was slowest in event 526, with time:    1.0000 msec
Module hltEightJet35 was slowest in event 106, with time:    1.0000 msec
Module hltPreEightJet35L1FastJet was slowest in event 319, with time:    1.0000 msec
Module hltEightJet35L1FastJet was slowest in event 657, with time:    1.0000 msec
Module hltPreEightJet40 was slowest in event 5951, with time:    1.0000 msec
Module hltEightJet40 was slowest in event 7, with time:    1.0000 msec
Module hltPreEightJet40L1FastJet was slowest in event 3925, with time:    1.0000 msec
Module hltEightJet40L1FastJet was slowest in event 237, with time:    1.0000 msec
Module hltPre300Tower0p5 was slowest in event 602, with time:    1.0000 msec
Module hlt300Tower0p5 was slowest in event 106, with time:    1.0000 msec
Module hltPre300Tower0p6 was slowest in event 810, with time:    1.0000 msec
Module hlt300Tower0p6 was slowest in event 19143, with time:    1.0000 msec
Module hltPre300Tower0p7 was slowest in event 7123, with time:    1.0000 msec
Module hlt300Tower0p7 was slowest in event 210, with time:    1.0000 msec
Module hltPre300Tower0p8 was slowest in event 3123, with time:    1.0000 msec
Module hlt300Tower0p8 was slowest in event 163, with time:    1.0000 msec
Module hltL1sL1SingleJet36FwdVeto was slowest in event 78652, with time:    2.9990 msec
Module hltL1sL1SingleJet20CentralNoBPTX was slowest in event 85620, with time:    1.0000 msec
Module hltL1sL1SingleJet20CentralNoBPTXNoHalo was slowest in event 80802, with time:    1.0000 msec
Module hltBPTXAntiCoincidence was slowest in event 68164, with time:    1.0000 msec
Module hltL1sL1SingleJet32NoBPTXNoHalo was slowest in event 61343, with time:    1.0000 msec
Module hltL1sL1HTT50 was slowest in event 26669, with time:    1.0000 msec
Module hltPreHT150 was slowest in event 1026, with time:    1.0000 msec
Module hltHT150 was slowest in event 1720, with time:    1.0000 msec
Module hltL1sL1HTT75 was slowest in event 44755, with time:    1.9990 msec
Module hltPreHT250 was slowest in event 482, with time:    1.0000 msec
Module hltHT250 was slowest in event 298, with time:    1.0000 msec
Module hltPreHT250AlphaT0p58 was slowest in event 9156, with time:    1.0000 msec
Module hltHT250AlphaT0p58 was slowest in event 311, with time:    1.0000 msec
Module hltPreHT250AlphaT0p60 was slowest in event 6352, with time:    1.0000 msec
Module hltHT250AlphaT0p60 was slowest in event 432, with time:    1.0000 msec
Module hltPreHT250AlphaT0p65 was slowest in event 8472, with time:    1.0000 msec
Module hltHT250AlphaT0p65 was slowest in event 179, with time:    1.0000 msec
Module hltPreHT300 was slowest in event 7597, with time:    1.0000 msec
Module hltHT300 was slowest in event 147, with time:    1.0000 msec
