# BEGIN HISTOGRAM /REF/CMS_EXO_12_050/d01-x01-y01
AidaPath=/REF/CMS_EXO_12_050/d01-x01-y01
Title=$\sqrt{s}=8$ TeV , $|y_1+y_2|/2<1.11$ , $M_{jj}>$ 4.2 TeV
XLabel=$\chi_{\text{dijet}} = e^{|y_1-y_2|}$
YLabel=$1/\sigma_{\text{dijet}}$ $d\sigma_{\text{dijet}}/d\chi_{\text{dijet}}$
PolyMarker=*
ErrorBars=1
## Area: 9.999000e-01
## Num bins: 7
## xlow  	xhigh   	yval    	yerrminus	yerrplus
## xlow  	xhigh   	yval    	yerrminus	yerrplus
1.0 2.0 0.0765458419919 0.00110450405266 0.00103810365292
2.0 3.0 0.0622132457793 0.000856934944762 0.000834952009663
3.0 4.0 0.0618592500687 0.000776372903084 0.000783922660397
4.0 5.0 0.0607098527253 0.000732698439374 0.000752751804231
5.0 6.0 0.062940724194 0.000711163504583 0.000718831944299
6.0 7.0 0.0638227760792 0.000734791210894 0.000698267867868
7.0 8.0 0.0631706416607 0.00066842144938 0.00067999935615
8.0 9.0 0.0660572871566 0.000676127084651 0.000693104260891
9.0 10.0 0.0670490637422 0.000685320894559 0.000703628250451
10.0 12.0 0.0679748356342 0.000533626983887 0.000533235917095
12.0 14.0 0.0686761289835 0.000659867987399 0.000738433794135
14.0 16.0 0.0711646974087 0.000790112559774 0.000780354679167
# END HISTOGRAM
