#
#  CIJET_MassBin-4200-8000_CT10nlo_10000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.80763e-04      1.59627e-07        0.088      40
   2.0        3.0      1.10037e-04      1.41461e-07        0.129      43
   3.0        4.0      7.76807e-05      1.41344e-07        0.182      43
   4.0        5.0      5.83150e-05      9.44155e-08        0.162       8
   5.0        6.0      4.54908e-05      3.39675e-08        0.075      12
   6.0        7.0      3.66423e-05      7.63930e-08        0.208      13
   7.0        8.0      3.02162e-05      8.53950e-08        0.283      13
   8.0        9.0      2.53215e-05      4.09972e-08        0.162      13
   9.0       10.0      2.16767e-05      1.04040e-07        0.480      12
  10.0       12.0      1.74892e-05      5.63414e-08        0.322      13
  12.0       14.0      1.36131e-05      4.34712e-08        0.319      13
  14.0       16.0      1.09642e-05      4.24189e-08        0.387      13
