#
#  CIJET_MassBin-3600-4200_cteq6ll_8000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.78622e-03      1.87408e-06        0.032      40
   2.0        3.0      3.10565e-03      9.73059e-07        0.031      43
   3.0        4.0      2.02195e-03      9.74765e-07        0.048      43
   4.0        5.0      1.45975e-03      4.52267e-07        0.031      12
   5.0        6.0      1.12475e-03      4.52267e-07        0.040      12
   6.0        7.0      9.05931e-04      4.06990e-07        0.045      13
   7.0        8.0      7.54008e-04      2.69139e-07        0.036      13
   8.0        9.0      6.42946e-04      5.45612e-07        0.085      13
   9.0       10.0      5.59131e-04      4.32791e-07        0.077      13
  10.0       12.0      4.67615e-04      1.95133e-07        0.042      13
  12.0       14.0      3.81323e-04      2.14685e-07        0.056      13
  14.0       16.0      3.21515e-04      1.54629e-07        0.048      13
