#
#  CIJET_MassBin-3000-3600_cteq6ll_10000_LL-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.00231e-02      4.78714e-06        0.048      16
   2.0        3.0      5.53103e-03      1.61221e-06        0.029      36
   3.0        4.0      3.71170e-03      1.68374e-06        0.045      43
   4.0        5.0      2.75600e-03      7.38549e-07        0.027      12
   5.0        6.0      2.17562e-03      6.50444e-07        0.030      13
   6.0        7.0      1.79108e-03      1.44115e-06        0.080      13
   7.0        8.0      1.51969e-03      1.18213e-06        0.078      13
   8.0        9.0      1.31869e-03      7.51068e-07        0.057      13
   9.0       10.0      1.16423e-03      9.26809e-07        0.080      13
  10.0       12.0      9.93462e-04      6.91060e-07        0.070      13
  12.0       14.0      8.28923e-04      4.49359e-07        0.054      13
  14.0       16.0      7.12077e-04      7.59555e-07        0.107      13
