#
#  CIJET_MassBin-4200-8000_CT10nlo_6000_VV-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.58688e-03      7.25077e-06        0.096      40
   2.0        3.0      3.99540e-03      3.55326e-06        0.089      43
   3.0        4.0      2.51802e-03      3.18096e-06        0.126      43
   4.0        5.0      1.74900e-03      2.20389e-06        0.126       8
   5.0        6.0      1.28758e-03      2.27470e-06        0.177      12
   6.0        7.0      9.92700e-04      1.55831e-06        0.157      13
   7.0        8.0      7.89000e-04      1.02307e-06        0.130      13
   8.0        9.0      6.42354e-04      1.21629e-06        0.189      13
   9.0       10.0      5.32908e-04      9.60548e-07        0.180      12
  10.0       12.0      4.18254e-04      8.00641e-07        0.191      13
  12.0       14.0      3.12135e-04      5.47488e-07        0.175      13
  14.0       16.0      2.41519e-04      7.48481e-07        0.310      13
