#
#  CIJET_MassBin-3000-3600_cteq66_5000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.76744e-02      4.11451e-05        0.086      16
   2.0        3.0      2.34053e-02      4.25264e-05        0.182      36
   3.0        4.0      1.36802e-02      3.46746e-05        0.253      43
   4.0        5.0      8.86375e-03      2.25273e-05        0.254      12
   5.0        6.0      6.13438e-03      2.33579e-05        0.381      13
   6.0        7.0      4.45123e-03      2.29389e-05        0.515      13
   7.0        8.0      3.36254e-03      1.30487e-05        0.388      13
   8.0        9.0      2.60123e-03      1.46978e-05        0.565      13
   9.0       10.0      2.06054e-03      1.48975e-05        0.723      13
  10.0       12.0      1.52642e-03      6.63905e-06        0.435      13
  12.0       14.0      1.06058e-03      8.63821e-06        0.814      13
  14.0       16.0      7.68423e-04      7.74286e-06        1.008      13
