#
#  CIJET_MassBin-4200-8000_CT10nlo_8000_LL-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.06822e-03      1.09749e-06        0.103      40
   2.0        3.0      5.49365e-04      5.20020e-07        0.095      43
   3.0        4.0      3.39644e-04      5.02519e-07        0.148      43
   4.0        5.0      2.32850e-04      3.70328e-07        0.159       8
   5.0        6.0      1.69908e-04      3.47611e-07        0.205      12
   6.0        7.0      1.30185e-04      2.47811e-07        0.190      13
   7.0        8.0      1.03000e-04      2.08167e-07        0.202      13
   8.0        9.0      8.35338e-05      1.92247e-07        0.230      13
   9.0       10.0      6.90733e-05      1.77115e-07        0.256      12
  10.0       12.0      5.39846e-05      1.16162e-07        0.215      13
  12.0       14.0      4.00365e-05      9.41715e-08        0.235      13
  14.0       16.0      3.07781e-05      1.38797e-07        0.451      13
