#
#  CIJET_MassBin-3000-3600_cteq6ll_13000_VV+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -2.79200e-04      1.40000e-06        0.501      16
   2.0        3.0     -5.64692e-04      1.28738e-06        0.228      36
   3.0        4.0     -6.87847e-04      1.14108e-06        0.166      43
   4.0        5.0     -7.23000e-04      4.11207e-07        0.057      12
   5.0        6.0     -7.20308e-04      5.39230e-07        0.075      13
   6.0        7.0     -7.01508e-04      1.17719e-06        0.168      13
   7.0        8.0     -6.76208e-04      8.45046e-07        0.125      13
   8.0        9.0     -6.49577e-04      6.98992e-07        0.108      13
   9.0       10.0     -6.22423e-04      7.56256e-07        0.122      13
  10.0       12.0     -5.84115e-04      6.50444e-07        0.111      13
  12.0       14.0     -5.38000e-04      5.77350e-07        0.107      13
  14.0       16.0     -4.97942e-04      7.34520e-07        0.148      13
