#
#  CIJET_MassBin-4200-8000_cteq66_9000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.67958e-03      1.58337e-06        0.094      40
   2.0        3.0      8.93237e-04      7.40985e-07        0.083      43
   3.0        4.0      5.69244e-04      6.88789e-07        0.121      43
   4.0        5.0      3.99375e-04      3.91882e-07        0.098       8
   5.0        6.0      2.96833e-04      4.39697e-07        0.148      12
   6.0        7.0      2.30723e-04      4.02397e-07        0.174      13
   7.0        8.0      1.84831e-04      2.75029e-07        0.149      13
   8.0        9.0      1.51454e-04      2.98930e-07        0.197      13
   9.0       10.0      1.26525e-04      3.36087e-07        0.266      12
  10.0       12.0      9.99346e-05      2.30384e-07        0.231      13
  12.0       14.0      7.52231e-05      1.75137e-07        0.233      13
  14.0       16.0      5.86308e-05      2.19411e-07        0.374      13
