#
#  CIJET_MassBin-3600-4200_CT10nlo_9000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.13282e-03      3.94115e-06        0.064      40
   2.0        3.0      3.26974e-03      3.18548e-06        0.097      43
   3.0        4.0      2.08877e-03      3.31546e-06        0.159      43
   4.0        5.0      1.46783e-03      9.37437e-07        0.064      12
   5.0        6.0      1.09533e-03      1.23091e-06        0.112      12
   6.0        7.0      8.52215e-04      1.33657e-06        0.157      13
   7.0        8.0      6.84115e-04      1.76061e-06        0.257      13
   8.0        9.0      5.61585e-04      1.32404e-06        0.236      13
   9.0       10.0      4.69931e-04      1.95848e-06        0.417      13
  10.0       12.0      3.71812e-04      9.21085e-07        0.248      13
  12.0       14.0      2.79658e-04      6.99061e-07        0.250      13
  14.0       16.0      2.19088e-04      6.50049e-07        0.297      13
