#
#  CIJET_MassBin-3000-3600_cteq66_7000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.20125e-02      1.29099e-05        0.059      16
   2.0        3.0      1.14461e-02      1.37898e-05        0.120      36
   3.0        4.0      7.15781e-03      9.86397e-06        0.138      43
   4.0        5.0      4.95792e-03      8.01655e-06        0.162      12
   5.0        6.0      3.65700e-03      5.35413e-06        0.146      13
   6.0        7.0      2.82015e-03      9.13643e-06        0.324      13
   7.0        8.0      2.24808e-03      7.14681e-06        0.318      13
   8.0        9.0      1.83854e-03      5.30119e-06        0.288      13
   9.0       10.0      1.53731e-03      4.93938e-06        0.321      13
  10.0       12.0      1.20800e-03      3.76386e-06        0.312      13
  12.0       14.0      9.08846e-04      3.05085e-06        0.336      13
  14.0       16.0      7.09346e-04      3.77704e-06        0.532      13
