#
#  CIJET_MassBin-3600-4200_CT10nlo_11000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.78645e-04      3.41152e-07        0.071      40
   2.0        3.0      2.79612e-04      4.19302e-07        0.150      43
   3.0        4.0      1.91079e-04      3.96147e-07        0.207      43
   4.0        5.0      1.40017e-04      3.21455e-07        0.230      12
   5.0        6.0      1.07383e-04      3.24271e-07        0.302      12
   6.0        7.0      8.49408e-05      2.54868e-07        0.300      13
   7.0        8.0      6.90046e-05      2.22172e-07        0.322      13
   8.0        9.0      5.72492e-05      2.31785e-07        0.405      13
   9.0       10.0      4.82662e-05      2.33257e-07        0.483      13
  10.0       12.0      3.86581e-05      1.39785e-07        0.362      13
  12.0       14.0      2.93146e-05      1.81550e-07        0.619      13
  14.0       16.0      2.32092e-05      1.49553e-07        0.644      13
