#
#  CIJET_MassBin-3000-3600_cteq6ll_8000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.87156e-02      8.92095e-06        0.018      16
   2.0        3.0      2.65814e-02      7.61682e-06        0.029      36
   3.0        4.0      1.75344e-02      7.95892e-06        0.045      43
   4.0        5.0      1.27683e-02      3.89249e-06        0.030      12
   5.0        6.0      9.88569e-03      2.01596e-06        0.020      13
   6.0        7.0      7.98708e-03      5.07381e-06        0.064      13
   7.0        8.0      6.65877e-03      4.02397e-06        0.060      13
   8.0        9.0      5.68400e-03      2.61406e-06        0.046      13
   9.0       10.0      4.94308e-03      3.27774e-06        0.066      13
  10.0       12.0      4.13373e-03      2.17577e-06        0.053      13
  12.0       14.0      3.36688e-03      1.30948e-06        0.039      13
  14.0       16.0      2.83319e-03      2.30523e-06        0.081      13
