#
#  CIJET_MassBin-3000-3600_CT10nlo_5000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.99563e-02      2.62996e-05        0.066      16
   2.0        3.0      2.33781e-02      2.48216e-05        0.106      36
   3.0        4.0      1.60240e-02      2.24817e-05        0.140      43
   4.0        5.0      1.17700e-02      1.47710e-05        0.125      12
   5.0        6.0      9.04546e-03      1.05009e-05        0.116      13
   6.0        7.0      7.18831e-03      1.01766e-05        0.142      13
   7.0        8.0      5.86046e-03      1.52568e-05        0.260      13
   8.0        9.0      4.87223e-03      1.59486e-05        0.327      13
   9.0       10.0      4.12515e-03      1.25489e-05        0.304      13
  10.0       12.0      3.30746e-03      4.47894e-06        0.135      13
  12.0       14.0      2.54327e-03      5.57007e-06        0.219      13
  14.0       16.0      2.02162e-03      8.73726e-06        0.432      13
