#
#  cidijet_DijetChi_DILHC_2012_Lambda-9000._MassBin-4200.-8000._Order-0_xmu-1._0026.dat
#
#  Lambda= 9000 GeV   cteq6ll   LO
#  mass=[ 4200.00, 8000.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.94200e-04      6.46200e-08        0.013       1
   2.0        3.0      2.26900e-04      4.82400e-08        0.021       1
   3.0        4.0      1.19200e-04      2.31500e-08        0.019       1
   4.0        5.0      6.64200e-05      1.33400e-08        0.020       1
   5.0        6.0      3.72200e-05      9.74200e-09        0.026       1
   6.0        7.0      1.97000e-05      4.30700e-09        0.022       1
   7.0        8.0      8.57400e-06      3.73100e-09        0.044       1
   8.0        9.0      1.22500e-06      4.11400e-09        0.336       1
   9.0       10.0     -3.78300e-06      3.73700e-09        0.099       1
  10.0       12.0     -8.50500e-06      3.90450e-09        0.046       1
  12.0       14.0     -1.21350e-05      2.98200e-09        0.025       1
  14.0       16.0     -1.39850e-05      4.59450e-09        0.033       1
