#
#  CIJET_MassBin-3000-3600_cteq6ll_8000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.05594e-02      4.42531e-06        0.022      16
   2.0        3.0      1.11453e-02      5.06309e-06        0.045      36
   3.0        4.0      7.33667e-03      3.41370e-06        0.047      43
   4.0        5.0      5.35267e-03      1.30268e-06        0.024      12
   5.0        6.0      4.16000e-03      1.00000e-06        0.024      13
   6.0        7.0      3.37777e-03      2.45472e-06        0.073      13
   7.0        8.0      2.83146e-03      1.85362e-06        0.065      13
   8.0        9.0      2.43062e-03      1.38675e-06        0.057      13
   9.0       10.0      2.12562e-03      1.44559e-06        0.068      13
  10.0       12.0      1.79146e-03      1.03000e-06        0.057      13
  12.0       14.0      1.47381e-03      6.62648e-07        0.045      13
  14.0       16.0      1.25135e-03      1.21423e-06        0.097      13
