#
#  CIJET_MassBin-3000-3600_cteq66_5000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.36056e-01      9.63933e-05        0.071      16
   2.0        3.0      7.02836e-02      9.49331e-05        0.135      36
   3.0        4.0      4.32370e-02      7.67970e-05        0.178      43
   4.0        5.0      2.92542e-02      5.01739e-05        0.172      12
   5.0        6.0      2.10377e-02      4.69315e-05        0.223      13
   6.0        7.0      1.57977e-02      4.47500e-05        0.283      13
   7.0        8.0      1.22946e-02      3.09880e-05        0.252      13
   8.0        9.0      9.78992e-03      2.88371e-05        0.295      13
   9.0       10.0      7.96615e-03      2.74222e-05        0.344      13
  10.0       12.0      6.10077e-03      1.77771e-05        0.291      13
  12.0       14.0      4.42177e-03      1.70705e-05        0.386      13
  14.0       16.0      3.33146e-03      1.44171e-05        0.433      13
