#
#  CIJET_MassBin-3600-4200_cteq66_9000_LL-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.56050e-03      1.86740e-06        0.073      40
   2.0        3.0      1.33374e-03      1.48152e-06        0.111      43
   3.0        4.0      8.35665e-04      1.52126e-06        0.182      43
   4.0        5.0      5.79350e-04      4.03395e-07        0.070      12
   5.0        6.0      4.28167e-04      6.47138e-07        0.151      12
   6.0        7.0      3.30823e-04      6.93005e-07        0.209      13
   7.0        8.0      2.64123e-04      8.14610e-07        0.308      13
   8.0        9.0      2.15854e-04      6.11849e-07        0.283      13
   9.0       10.0      1.79838e-04      8.96789e-07        0.499      13
  10.0       12.0      1.41673e-04      4.30898e-07        0.304      13
  12.0       14.0      1.05692e-04      4.04581e-07        0.383      13
  14.0       16.0      8.24346e-05      2.93956e-07        0.357      13
