#
#  cidijet_DijetChi_CILHC_2012_Lambda-12000._MassBin-3600.-4200._Order-1_xmu-1._0051.dat
#
#  Lambda=12000 GeV   cteq66   NLO
#  mass=[ 3600.00, 4200.00 ] GeV
#   chid  chiu  xsec(pb)    error(pb)
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.04900e-03      2.63300e-06        0.251       1
   2.0        3.0      5.57800e-04      2.08300e-06        0.373       1
   3.0        4.0      3.58000e-04      1.68000e-06        0.469       1
   4.0        5.0      2.53900e-04      1.45800e-06        0.574       1
   5.0        6.0      1.91700e-04      1.31700e-06        0.687       1
   6.0        7.0      1.50800e-04      1.22000e-06        0.809       1
   7.0        8.0      1.22700e-04      1.14500e-06        0.933       1
   8.0        9.0      1.01700e-04      1.09000e-06        1.072       1
   9.0       10.0      8.69700e-05      1.05900e-06        1.218       1
  10.0       12.0      7.06000e-05      7.16000e-07        1.014       1
  12.0       14.0      5.49000e-05      6.83000e-07        1.244       1
  14.0       16.0      4.47100e-05      6.59000e-07        1.474       1
