#
#  CIJET_MassBin-4200-8000_cteq6ll_15000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.55113e-04      1.75685e-07        0.039      40
   2.0        3.0      2.54902e-04      1.01156e-07        0.040      43
   3.0        4.0      1.73302e-04      1.05759e-07        0.061      43
   4.0        5.0      1.29813e-04      6.40870e-08        0.049       8
   5.0        6.0      1.03175e-04      7.53778e-08        0.073      12
   6.0        7.0      8.53808e-05      4.60908e-08        0.054      13
   7.0        8.0      7.27562e-05      4.83974e-08        0.067      13
   8.0        9.0      6.33185e-05      3.73823e-08        0.059      13
   9.0       10.0      5.60642e-05      2.64432e-08        0.047      12
  10.0       12.0      4.79750e-05      3.73609e-08        0.078      13
  12.0       14.0      4.01627e-05      2.55453e-08        0.064      13
  14.0       16.0      3.45923e-05      2.96237e-08        0.086      13
