#
#  CIJET_MassBin-3600-4200_cteq66_6000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.31478e-03      3.41556e-06        0.064      40
   2.0        3.0      3.15165e-03      3.84140e-06        0.122      43
   3.0        4.0      2.18112e-03      3.54703e-06        0.163      43
   4.0        5.0      1.61417e-03      2.12489e-06        0.132      12
   5.0        6.0      1.24808e-03      1.72986e-06        0.139      12
   6.0        7.0      9.95562e-04      1.29906e-06        0.130      13
   7.0        8.0      8.14808e-04      1.50359e-06        0.185      13
   8.0        9.0      6.79723e-04      1.36757e-06        0.201      13
   9.0       10.0      5.77346e-04      1.52458e-06        0.264      13
  10.0       12.0      4.64773e-04      7.16361e-07        0.154      13
  12.0       14.0      3.58977e-04      8.52842e-07        0.238      13
  14.0       16.0      2.86315e-04      7.57844e-07        0.265      13
