#
#  CIJET_MassBin-3600-4200_cteq66_15000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.50442e-04      1.10680e-07        0.074      40
   2.0        3.0      8.77363e-05      1.50587e-07        0.172      43
   3.0        4.0      6.01472e-05      1.48329e-07        0.247      43
   4.0        5.0      4.43633e-05      1.41764e-07        0.320      12
   5.0        6.0      3.43142e-05      1.36279e-07        0.397      12
   6.0        7.0      2.73946e-05      1.25871e-07        0.459      13
   7.0        8.0      2.24823e-05      9.42650e-08        0.419      13
   8.0        9.0      1.88692e-05      1.14780e-07        0.608      13
   9.0       10.0      1.60746e-05      1.24741e-07        0.776      13
  10.0       12.0      1.31146e-05      6.67227e-08        0.509      13
  12.0       14.0      1.01585e-05      9.44366e-08        0.930      13
  14.0       16.0      8.25346e-06      7.76044e-08        0.940      13
