#
#  CIJET_MassBin-3000-3600_cteq6ll_14000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0     -8.21850e-04      6.32456e-07        0.077      16
   2.0        3.0     -6.27147e-04      5.24533e-07        0.084      36
   3.0        4.0     -5.46119e-04      4.62012e-07        0.085      43
   4.0        5.0     -4.88817e-04      1.94625e-07        0.040      12
   5.0        6.0     -4.43331e-04      2.28709e-07        0.052      13
   6.0        7.0     -4.05992e-04      5.00769e-07        0.123      13
   7.0        8.0     -3.74708e-04      3.81797e-07        0.102      13
   8.0        9.0     -3.48446e-04      2.78733e-07        0.080      13
   9.0       10.0     -3.25615e-04      3.38738e-07        0.104      13
  10.0       12.0     -2.97188e-04      2.94501e-07        0.099      13
  12.0       14.0     -2.66327e-04      2.32393e-07        0.087      13
  14.0       16.0     -2.41673e-04      3.10655e-07        0.129      13
