#
#  CIJET_MassBin-3600-4200_cteq66_6000_V-A-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.34333e-03      3.45956e-06        0.065      40
   2.0        3.0      3.12600e-03      3.95209e-06        0.126      43
   3.0        4.0      2.13579e-03      3.66813e-06        0.172      43
   4.0        5.0      1.56275e-03      2.66714e-06        0.171      12
   5.0        6.0      1.19600e-03      2.33550e-06        0.195      12
   6.0        7.0      9.44038e-04      1.41806e-06        0.150      13
   7.0        8.0      7.65015e-04      1.62165e-06        0.212      13
   8.0        9.0      6.32338e-04      1.28876e-06        0.204      13
   9.0       10.0      5.31777e-04      1.33051e-06        0.250      13
  10.0       12.0      4.22919e-04      8.98735e-07        0.213      13
  12.0       14.0      3.19542e-04      9.17162e-07        0.287      13
  14.0       16.0      2.50492e-04      7.29111e-07        0.291      13
