#
#  CIJET_MassBin-3000-3600_CT10nlo_6000_RR+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.01219e-02      2.19754e-05        0.109      16
   2.0        3.0      9.69800e-03      2.10591e-05        0.217      36
   3.0        4.0      5.53809e-03      1.83301e-05        0.331      43
   4.0        5.0      3.49975e-03      1.18408e-05        0.338      12
   5.0        6.0      2.36200e-03      1.24833e-05        0.529      13
   6.0        7.0      1.66931e-03      1.18067e-05        0.707      13
   7.0        8.0      1.23031e-03      7.02833e-06        0.571      13
   8.0        9.0      9.25762e-04      8.74295e-06        0.944      13
   9.0       10.0      7.12485e-04      8.15566e-06        1.145      13
  10.0       12.0      5.10538e-04      3.88620e-06        0.761      13
  12.0       14.0      3.37712e-04      5.08913e-06        1.507      13
  14.0       16.0      2.32523e-04      4.53319e-06        1.950      13
