#
#  CIJET_MassBin-3600-4200_cteq6ll_6000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.61430e-03      1.82855e-06        0.028      40
   2.0        3.0      3.77160e-03      1.66390e-06        0.044      43
   3.0        4.0      2.53574e-03      1.15662e-06        0.046      43
   4.0        5.0      1.84008e-03      9.00337e-07        0.049      12
   5.0        6.0      1.40267e-03      1.23091e-06        0.088      12
   6.0        7.0      1.10777e-03      4.38529e-07        0.040      13
   7.0        8.0      8.98554e-04      3.47887e-07        0.039      13
   8.0        9.0      7.43946e-04      5.81113e-07        0.078      13
   9.0       10.0      6.27223e-04      3.60911e-07        0.058      13
  10.0       12.0      5.00492e-04      3.66200e-07        0.073      13
  12.0       14.0      3.82392e-04      2.06000e-07        0.054      13
  14.0       16.0      3.02246e-04      2.79480e-07        0.092      13
