#
#  CIJET_MassBin-4200-8000_cteq66_8000_RR+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      5.50748e-04      8.55147e-07        0.155      40
   2.0        3.0      2.64184e-04      4.57701e-07        0.173      43
   3.0        4.0      1.50391e-04      4.23598e-07        0.282      43
   4.0        5.0      9.50000e-05      2.84103e-07        0.299       8
   5.0        6.0      6.39900e-05      3.64193e-07        0.569      12
   6.0        7.0      4.56777e-05      2.12609e-07        0.465      13
   7.0        8.0      3.37154e-05      1.04691e-07        0.311      13
   8.0        9.0      2.56646e-05      1.71543e-07        0.668      13
   9.0       10.0      2.00583e-05      2.63364e-07        1.313      12
  10.0       12.0      1.45050e-05      1.30974e-07        0.903      13
  12.0       14.0      9.94423e-06      9.26203e-08        0.931      13
  14.0       16.0      7.26923e-06      1.07021e-07        1.472      13
