#
#  CIJET_MassBin-4200-8000_cteq66_14000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  14000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.79968e-06      8.75614e-08        3.128      40
   2.0        3.0     -2.51567e-06      7.32480e-08        2.912      43
   3.0        4.0     -4.21005e-06      6.22678e-08        1.479      43
   4.0        5.0     -4.51925e-06      3.30962e-08        0.732       8
   5.0        6.0     -4.35708e-06      6.39452e-08        1.468      12
   6.0        7.0     -3.98562e-06      4.76490e-08        1.196      13
   7.0        8.0     -3.61554e-06      3.46834e-08        0.959      13
   8.0        9.0     -3.24138e-06      3.85671e-08        1.190      13
   9.0       10.0     -2.88442e-06      6.17347e-08        2.140      12
  10.0       12.0     -2.45250e-06      3.07801e-08        1.255      13
  12.0       14.0     -1.93492e-06      2.66457e-08        1.377      13
  14.0       16.0     -1.51923e-06      3.05686e-08        2.012      13
