#
#  CIJET_MassBin-3000-3600_cteq6ll_8000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.64294e-03      2.51578e-06        0.038      16
   2.0        3.0      2.76278e-03      2.75796e-06        0.100      36
   3.0        4.0      1.20321e-03      2.55937e-06        0.213      43
   4.0        5.0      4.60458e-04      1.00495e-06        0.218      12
   5.0        6.0      6.50154e-05      1.06861e-06        1.644      13
   6.0        7.0     -1.59731e-04      2.19635e-06        1.375      13
   7.0        8.0     -2.92677e-04      9.68808e-07        0.331      13
   8.0        9.0     -3.74854e-04      1.06350e-06        0.284      13
   9.0       10.0     -4.24323e-04      1.23771e-06        0.292      13
  10.0       12.0     -4.62696e-04      9.33064e-07        0.202      13
  12.0       14.0     -4.81462e-04      7.53921e-07        0.157      13
  14.0       16.0     -4.80585e-04      8.59114e-07        0.179      13
