#
#  CIJET_MassBin-4200-8000_cteq66_6000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.53537e-03      7.12413e-06        0.095      40
   2.0        3.0      3.98105e-03      3.35909e-06        0.084      43
   3.0        4.0      2.51835e-03      3.10057e-06        0.123      43
   4.0        5.0      1.75500e-03      1.85164e-06        0.106       8
   5.0        6.0      1.29650e-03      2.06706e-06        0.159      12
   6.0        7.0      1.00281e-03      1.49358e-06        0.149      13
   7.0        8.0      7.99900e-04      8.96289e-07        0.112      13
   8.0        9.0      6.53246e-04      1.16090e-06        0.178      13
   9.0       10.0      5.44142e-04      1.01754e-06        0.187      12
  10.0       12.0      4.28700e-04      8.58778e-07        0.200      13
  12.0       14.0      3.22185e-04      5.51658e-07        0.171      13
  14.0       16.0      2.51219e-04      7.47924e-07        0.298      13
