#
#  CIJET_MassBin-3600-4200_CT10nlo_10000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.94565e-04      1.37553e-06        0.349      40
   2.0        3.0      1.63477e-04      1.03598e-06        0.634      43
   3.0        4.0      7.43319e-05      9.64719e-07        1.298      43
   4.0        5.0      3.39317e-05      5.07361e-07        1.495      12
   5.0        6.0      1.41175e-05      4.32648e-07        3.065      12
   6.0        7.0      3.25415e-06      5.09472e-07       15.656      13
   7.0        8.0     -2.52023e-06      5.95141e-07       23.615      13
   8.0        9.0     -5.53038e-06      4.37494e-07        7.911      13
   9.0       10.0     -7.07315e-06      6.22201e-07        8.797      13
  10.0       12.0     -7.99500e-06      4.19980e-07        5.253      13
  12.0       14.0     -7.57615e-06      3.65429e-07        4.823      13
  14.0       16.0     -6.93385e-06      3.05820e-07        4.411      13
