#
#  CIJET_MassBin-3000-3600_cteq6ll_5000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.63688e-01      6.19139e-05        0.023      16
   2.0        3.0      1.40722e-01      4.84686e-05        0.034      36
   3.0        4.0      9.04142e-02      4.13022e-05        0.046      43
   4.0        5.0      6.41475e-02      1.91288e-05        0.030      12
   5.0        6.0      4.84331e-02      1.03155e-05        0.021      13
   6.0        7.0      3.82169e-02      2.56205e-05        0.067      13
   7.0        8.0      3.11623e-02      1.69085e-05        0.054      13
   8.0        9.0      2.60477e-02      1.42325e-05        0.055      13
   9.0       10.0      2.22108e-02      1.44115e-05        0.065      13
  10.0       12.0      1.80892e-02      7.86505e-06        0.043      13
  12.0       14.0      1.42569e-02      3.83974e-06        0.027      13
  14.0       16.0      1.16504e-02      7.76250e-06        0.067      13
