#
#  CIJET_MassBin-3600-4200_cteq66_10000_VV+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.43752e-03      2.88220e-06        0.200      40
   2.0        3.0      7.15070e-04      2.17667e-06        0.304      43
   3.0        4.0      4.18581e-04      2.02699e-06        0.484      43
   4.0        5.0      2.67958e-04      8.81588e-07        0.329      12
   5.0        6.0      1.82917e-04      8.38650e-07        0.458      12
   6.0        7.0      1.29762e-04      1.01615e-06        0.783      13
   7.0        8.0      9.56346e-05      1.19547e-06        1.250      13
   8.0        9.0      7.26715e-05      8.31092e-07        1.144      13
   9.0       10.0      5.68108e-05      1.22790e-06        2.161      13
  10.0       12.0      4.07981e-05      8.59182e-07        2.106      13
  12.0       14.0      2.85231e-05      8.83951e-07        3.099      13
  14.0       16.0      2.06681e-05      5.79449e-07        2.804      13
