#
#  CIJET_MassBin-3600-4200_cteq6ll_6000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.87592e-02      1.28876e-05        0.033      40
   2.0        3.0      2.07347e-02      7.35133e-06        0.035      43
   3.0        4.0      1.33614e-02      6.39248e-06        0.048      43
   4.0        5.0      9.50650e-03      2.15322e-06        0.023      12
   5.0        6.0      7.20392e-03      1.92865e-06        0.027      12
   6.0        7.0      5.70346e-03      2.22169e-06        0.039      13
   7.0        8.0      4.66438e-03      1.19293e-06        0.026      13
   8.0        9.0      3.91000e-03      2.61406e-06        0.067      13
   9.0       10.0      3.34400e-03      2.04124e-06        0.061      13
  10.0       12.0      2.73277e-03      8.32050e-07        0.030      13
  12.0       14.0      2.16408e-03      1.07715e-06        0.050      13
  14.0       16.0      1.77685e-03      6.25320e-07        0.035      13
