#
#  CIJET_MassBin-4200-8000_cteq66_8000_RR-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.05837e-03      1.10215e-06        0.104      40
   2.0        3.0      5.45230e-04      5.03102e-07        0.092      43
   3.0        4.0      3.37719e-04      4.95819e-07        0.147      43
   4.0        5.0      2.31900e-04      3.16228e-07        0.136       8
   5.0        6.0      1.69475e-04      3.64629e-07        0.215      12
   6.0        7.0      1.29992e-04      2.43110e-07        0.187      13
   7.0        8.0      1.03008e-04      2.06000e-07        0.200      13
   8.0        9.0      8.36269e-05      1.95465e-07        0.234      13
   9.0       10.0      6.92267e-05      1.75775e-07        0.254      12
  10.0       12.0      5.41846e-05      1.26466e-07        0.233      13
  12.0       14.0      4.02688e-05      9.73001e-08        0.242      13
  14.0       16.0      3.10173e-05      1.40410e-07        0.453      13
