#
#  CIJET_MassBin-4200-8000_cteq6ll_9000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.94170e-04      2.35557e-07        0.048      40
   2.0        3.0      2.26842e-04      1.65087e-07        0.073      43
   3.0        4.0      1.19228e-04      1.35094e-07        0.113      43
   4.0        5.0      6.64363e-05      6.56696e-08        0.099       8
   5.0        6.0      3.71383e-05      1.89537e-07        0.510      12
   6.0        7.0      1.97223e-05      1.08716e-07        0.551      13
   7.0        8.0      8.56338e-06      3.77172e-08        0.440      13
   8.0        9.0      1.21954e-06      6.93537e-08        5.687      13
   9.0       10.0     -3.81242e-06      6.30360e-08        1.653      12
  10.0       12.0     -8.50385e-06      4.87833e-08        0.574      13
  12.0       14.0     -1.21235e-05      3.73823e-08        0.308      13
  14.0       16.0     -1.39585e-05      4.14520e-08        0.297      13
