#
#  CIJET_MassBin-3000-3600_cteq66_8000_V-A+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.08975e-03      4.69752e-06        0.077      16
   2.0        3.0      3.56192e-03      3.90878e-06        0.110      36
   3.0        4.0      2.43914e-03      3.77070e-06        0.155      43
   4.0        5.0      1.78875e-03      2.80016e-06        0.157      12
   5.0        6.0      1.37177e-03      2.31495e-06        0.169      13
   6.0        7.0      1.08831e-03      1.93152e-06        0.177      13
   7.0        8.0      8.85254e-04      3.47793e-06        0.393      13
   8.0        9.0      7.34446e-04      3.80255e-06        0.518      13
   9.0       10.0      6.20815e-04      2.60859e-06        0.420      13
  10.0       12.0      4.95308e-04      1.47660e-06        0.298      13
  12.0       14.0      3.79200e-04      1.17136e-06        0.309      13
  14.0       16.0      3.00008e-04      2.90623e-06        0.969      13
