#
#  CIJET_MassBin-3600-4200_cteq6ll_13000_V-A+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  13000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.00115e-04      6.22237e-08        0.021      40
   2.0        3.0      1.71130e-04      8.31948e-08        0.049      43
   3.0        4.0      1.15037e-04      5.78309e-08        0.050      43
   4.0        5.0      8.34975e-05      3.74469e-08        0.045      12
   5.0        6.0      6.36433e-05      4.63844e-08        0.073      12
   6.0        7.0      5.02708e-05      2.25320e-08        0.045      13
   7.0        8.0      4.07731e-05      1.65250e-08        0.041      13
   8.0        9.0      3.37577e-05      2.80339e-08        0.083      13
   9.0       10.0      2.84631e-05      1.49358e-08        0.052      13
  10.0       12.0      2.27085e-05      1.23127e-08        0.054      13
  12.0       14.0      1.73519e-05      9.90338e-09        0.057      13
  14.0       16.0      1.37146e-05      1.31437e-08        0.096      13
