#
#  CIJET_MassBin-3600-4200_CT10nlo_5000_VV+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.14588e-02      3.92355e-05        0.095      40
   2.0        3.0      2.15542e-02      2.83038e-05        0.131      43
   3.0        4.0      1.33698e-02      2.66805e-05        0.200      43
   4.0        5.0      9.12558e-03      8.93876e-06        0.098      12
   5.0        6.0      6.63550e-03      1.15089e-05        0.173      12
   6.0        7.0      5.03392e-03      9.88654e-06        0.196      13
   7.0        8.0      3.95346e-03      8.95000e-06        0.226      13
   8.0        9.0      3.18600e-03      7.51665e-06        0.236      13
   9.0       10.0      2.62392e-03      7.62082e-06        0.290      13
  10.0       12.0      2.03362e-03      7.35174e-06        0.362      13
  12.0       14.0      1.50304e-03      6.78068e-06        0.451      13
  14.0       16.0      1.15923e-03      4.05491e-06        0.350      13
