#
#  CIJET_MassBin-3600-4200_CT10nlo_8000_RR+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.60085e-03      3.16673e-06        0.198      40
   2.0        3.0      7.49156e-04      2.13366e-06        0.285      43
   3.0        4.0      4.12535e-04      2.04263e-06        0.495      43
   4.0        5.0      2.50233e-04      9.87498e-07        0.395      12
   5.0        6.0      1.62533e-04      9.35495e-07        0.576      12
   6.0        7.0      1.09862e-04      9.58765e-07        0.873      13
   7.0        8.0      7.71046e-05      1.02760e-06        1.333      13
   8.0        9.0      5.57346e-05      7.83886e-07        1.406      13
   9.0       10.0      4.12092e-05      1.00880e-06        2.448      13
  10.0       12.0      2.72462e-05      7.69714e-07        2.825      13
  12.0       14.0      1.66638e-05      6.62329e-07        3.975      13
  14.0       16.0      1.05962e-05      5.34018e-07        5.040      13
