#
#  CIJET_MassBin-3000-3600_CT10nlo_7000_V-A+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.02944e-02      7.27438e-06        0.071      16
   2.0        3.0      6.03661e-03      6.52589e-06        0.108      36
   3.0        4.0      4.14393e-03      6.21977e-06        0.150      43
   4.0        5.0      3.04550e-03      4.33799e-06        0.142      12
   5.0        6.0      2.34108e-03      3.35315e-06        0.143      13
   6.0        7.0      1.86100e-03      3.05505e-06        0.164      13
   7.0        8.0      1.51654e-03      4.94327e-06        0.326      13
   8.0        9.0      1.26054e-03      5.65119e-06        0.448      13
   9.0       10.0      1.06731e-03      3.79440e-06        0.356      13
  10.0       12.0      8.54385e-04      1.91653e-06        0.224      13
  12.0       14.0      6.56385e-04      1.87254e-06        0.285      13
  14.0       16.0      5.21269e-04      3.89773e-06        0.748      13
