#
#  CIJET_MassBin-3600-4200_cteq6ll_11000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  11000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.01793e-03      6.15505e-07        0.031      40
   2.0        3.0      1.10935e-03      4.82243e-07        0.043      43
   3.0        4.0      7.41840e-04      3.21558e-07        0.043      43
   4.0        5.0      5.48958e-04      1.08362e-07        0.020      12
   5.0        6.0      4.32458e-04      1.62135e-07        0.037      12
   6.0        7.0      3.55331e-04      1.60128e-07        0.045      13
   7.0        8.0      3.01062e-04      1.12090e-07        0.037      13
   8.0        9.0      2.60777e-04      2.58695e-07        0.099      13
   9.0       10.0      2.30069e-04      1.70219e-07        0.074      13
  10.0       12.0      1.96015e-04      9.21607e-08        0.047      13
  12.0       14.0      1.63312e-04      9.16375e-08        0.056      13
  14.0       16.0      1.40215e-04      7.46788e-08        0.053      13
