#
#  CIJET_MassBin-4200-8000_CT10nlo_9000_RR+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      3.12662e-04      5.22660e-07        0.167      40
   2.0        3.0      1.47305e-04      2.94354e-07        0.200      43
   3.0        4.0      8.19588e-05      2.78672e-07        0.340      43
   4.0        5.0      5.05587e-05      1.92312e-07        0.380       8
   5.0        6.0      3.32150e-05      2.51306e-07        0.757      12
   6.0        7.0      2.31562e-05      1.44426e-07        0.624      13
   7.0        8.0      1.66823e-05      8.31819e-08        0.499      13
   8.0        9.0      1.24008e-05      1.15287e-07        0.930      13
   9.0       10.0      9.49125e-06      1.88940e-07        1.991      12
  10.0       12.0      6.65000e-06      9.54812e-08        1.436      13
  12.0       14.0      4.43515e-06      6.94113e-08        1.565      13
  14.0       16.0      3.20269e-06      7.88172e-08        2.461      13
