#
#  CIJET_MassBin-4200-8000_cteq6ll_10000_V-A-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.34790e-04      8.10191e-08        0.035      40
   2.0        3.0      1.35077e-04      8.68420e-08        0.064      43
   3.0        4.0      9.14712e-05      5.61125e-08        0.061      43
   4.0        5.0      6.67762e-05      2.72226e-08        0.041       8
   5.0        6.0      5.11275e-05      3.38781e-08        0.066      12
   6.0        7.0      4.05208e-05      1.93484e-08        0.048      13
   7.0        8.0      3.29585e-05      1.90815e-08        0.058      13
   8.0        9.0      2.73762e-05      2.63117e-08        0.096      13
   9.0       10.0      2.31208e-05      3.17543e-08        0.137      12
  10.0       12.0      1.85092e-05      1.15192e-08        0.062      13
  12.0       14.0      1.41865e-05      1.10651e-08        0.078      13
  14.0       16.0      1.12438e-05      1.41648e-08        0.126      13
