#
#  CIJET_MassBin-3600-4200_cteq6ll_8000_RR+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.58268e-03      1.65464e-06        0.064      40
   2.0        3.0      1.17491e-03      8.67782e-07        0.074      43
   3.0        4.0      6.07998e-04      5.99002e-07        0.099      43
   4.0        5.0      3.31050e-04      4.29588e-07        0.130      12
   5.0        6.0      1.78975e-04      3.30633e-07        0.185      12
   6.0        7.0      8.80777e-05      2.36472e-07        0.268      13
   7.0        8.0      3.06977e-05      2.38892e-07        0.778      13
   8.0        9.0     -6.58754e-06      4.11419e-07        6.245      13
   9.0       10.0     -3.20792e-05      2.81379e-07        0.877      13
  10.0       12.0     -5.56462e-05      2.32255e-07        0.417      13
  12.0       14.0     -7.33154e-05      1.88618e-07        0.257      13
  14.0       16.0     -8.18808e-05      1.88788e-07        0.231      13
