#
#  CIJET_MassBin-3000-3600_cteq6ll_9000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.99338e-03      1.85742e-06        0.062      16
   2.0        3.0      1.02950e-03      1.79682e-06        0.175      36
   3.0        4.0      2.42588e-04      1.66307e-06        0.686      43
   4.0        5.0     -1.18183e-04      6.47840e-07        0.548      12
   5.0        6.0     -2.98946e-04      7.40062e-07        0.248      13
   6.0        7.0     -3.93031e-04      1.54832e-06        0.394      13
   7.0        8.0     -4.41738e-04      7.83729e-07        0.177      13
   8.0        9.0     -4.66638e-04      7.59976e-07        0.163      13
   9.0       10.0     -4.76315e-04      9.19099e-07        0.193      13
  10.0       12.0     -4.75758e-04      7.19909e-07        0.151      13
  12.0       14.0     -4.62692e-04      5.85180e-07        0.126      13
  14.0       16.0     -4.43635e-04      7.05746e-07        0.159      13
