#
#  CIJET_MassBin-4200-8000_CT10nlo_5000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.84882e-03      5.92642e-06        0.122      40
   2.0        3.0      2.40421e-03      2.97256e-06        0.124      43
   3.0        4.0      1.42556e-03      2.86441e-06        0.201      43
   4.0        5.0      9.39438e-04      2.07498e-06        0.221       8
   5.0        6.0      6.60642e-04      2.22648e-06        0.337      12
   6.0        7.0      4.90492e-04      1.20724e-06        0.246      13
   7.0        8.0      3.76792e-04      6.06165e-07        0.161      13
   8.0        9.0      2.97715e-04      9.39722e-07        0.316      13
   9.0       10.0      2.40750e-04      1.22956e-06        0.511      12
  10.0       12.0      1.82619e-04      6.76245e-07        0.370      13
  12.0       14.0      1.31619e-04      3.75576e-07        0.285      13
  14.0       16.0      9.93654e-05      5.08832e-07        0.512      13
