#
#  CIJET_MassBin-4200-8000_cteq66_10000_VV-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.16420e-03      1.11401e-06        0.096      40
   2.0        3.0      6.18365e-04      5.10781e-07        0.083      43
   3.0        4.0      3.93565e-04      4.75036e-07        0.121      43
   4.0        5.0      2.75850e-04      2.92770e-07        0.106       8
   5.0        6.0      2.04783e-04      3.18614e-07        0.156      12
   6.0        7.0      1.58923e-04      2.86222e-07        0.180      13
   7.0        8.0      1.27062e-04      2.50128e-07        0.197      13
   8.0        9.0      1.03977e-04      2.27866e-07        0.219      13
   9.0       10.0      8.65267e-05      1.47484e-07        0.170      12
  10.0       12.0      6.82731e-05      1.50852e-07        0.221      13
  12.0       14.0      5.10885e-05      1.27727e-07        0.250      13
  14.0       16.0      3.95046e-05      1.65145e-07        0.418      13
