#
#  CIJET_MassBin-3000-3600_cteq66_6000_AA-.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.54006e-02      5.34751e-05        0.056      16
   2.0        3.0      5.06450e-02      5.31037e-05        0.105      36
   3.0        4.0      3.22047e-02      3.77554e-05        0.117      43
   4.0        5.0      2.25383e-02      2.72475e-05        0.121      12
   5.0        6.0      1.67392e-02      2.10006e-05        0.125      13
   6.0        7.0      1.29731e-02      3.17240e-05        0.245      13
   7.0        8.0      1.03762e-02      2.53438e-05        0.244      13
   8.0        9.0      8.50477e-03      1.70448e-05        0.200      13
   9.0       10.0      7.12092e-03      1.63272e-05        0.229      13
  10.0       12.0      5.61577e-03      1.09632e-05        0.195      13
  12.0       14.0      4.24231e-03      9.41970e-06        0.222      13
  14.0       16.0      3.32288e-03      1.24752e-05        0.375      13
