#
#  CIJET_MassBin-3600-4200_cteq6ll_15000_RR-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000   0.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      7.94190e-04      2.13397e-07        0.027      40
   2.0        3.0      4.47781e-04      1.72179e-07        0.038      43
   3.0        4.0      3.07502e-04      1.31816e-07        0.043      43
   4.0        5.0      2.32958e-04      5.14929e-08        0.022      12
   5.0        6.0      1.87242e-04      7.92961e-08        0.042      12
   6.0        7.0      1.56523e-04      9.26809e-08        0.059      13
   7.0        8.0      1.34623e-04      5.99145e-08        0.045      13
   8.0        9.0      1.18115e-04      1.28103e-07        0.108      13
   9.0       10.0      1.05400e-04      7.07107e-08        0.067      13
  10.0       12.0      9.10808e-05      5.21954e-08        0.057      13
  12.0       14.0      7.71192e-05      5.60449e-08        0.073      13
  14.0       16.0      6.70808e-05      3.83974e-08        0.057      13
