#
#  CIJET_MassBin-3600-4200_CT10nlo_7000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   7000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      9.22575e-03      1.07864e-05        0.117      40
   2.0        3.0      4.72819e-03      7.33957e-06        0.155      43
   3.0        4.0      2.88188e-03      7.03464e-06        0.244      43
   4.0        5.0      1.93125e-03      3.54516e-06        0.184      12
   5.0        6.0      1.37967e-03      3.39340e-06        0.246      12
   6.0        7.0      1.02762e-03      3.47703e-06        0.338      13
   7.0        8.0      7.93323e-04      2.83406e-06        0.357      13
   8.0        9.0      6.29354e-04      2.68813e-06        0.427      13
   9.0       10.0      5.10438e-04      2.87012e-06        0.562      13
  10.0       12.0      3.87758e-04      2.25230e-06        0.581      13
  12.0       14.0      2.79442e-04      1.99519e-06        0.714      13
  14.0       16.0      2.10796e-04      1.76652e-06        0.838      13
