#
#  CIJET_MassBin-3600-4200_CT10nlo_15000_AA-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=  15000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.15383e-03      7.80779e-07        0.068      40
   2.0        3.0      6.21137e-04      7.28019e-07        0.117      43
   3.0        4.0      4.00872e-04      7.40118e-07        0.185      43
   4.0        5.0      2.84225e-04      3.22279e-07        0.113      12
   5.0        6.0      2.13508e-04      2.74552e-07        0.129      12
   6.0        7.0      1.67054e-04      3.95001e-07        0.236      13
   7.0        8.0      1.34577e-04      5.29392e-07        0.393      13
   8.0        9.0      1.10615e-04      4.29818e-07        0.389      13
   9.0       10.0      9.25762e-05      6.38678e-07        0.690      13
  10.0       12.0      7.30962e-05      2.90446e-07        0.397      13
  12.0       14.0      5.45308e-05      2.13638e-07        0.392      13
  14.0       16.0      4.22950e-05      2.52380e-07        0.597      13
