#
#  CIJET_MassBin-3600-4200_CT10nlo_9000_AA+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.66655e-03      4.17532e-06        0.157      40
   2.0        3.0      1.33977e-03      3.05378e-06        0.228      43
   3.0        4.0      7.96247e-04      2.77638e-06        0.349      43
   4.0        5.0      5.19267e-04      1.60529e-06        0.309      12
   5.0        6.0      3.61350e-04      1.44254e-06        0.399      12
   6.0        7.0      2.61754e-04      1.58462e-06        0.605      13
   7.0        8.0      1.96846e-04      1.45695e-06        0.740      13
   8.0        9.0      1.52577e-04      1.35717e-06        0.890      13
   9.0       10.0      1.21108e-04      1.66356e-06        1.374      13
  10.0       12.0      8.94038e-05      1.06975e-06        1.197      13
  12.0       14.0      6.26808e-05      9.20946e-07        1.469      13
  14.0       16.0      4.61850e-05      9.24017e-07        2.001      13
