#
#  CIJET_MassBin-4200-8000_cteq6ll_9000_AA-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   9000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000   2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.49257e-03      1.00989e-06        0.041      40
   2.0        3.0      1.35172e-03      5.03586e-07        0.037      43
   3.0        4.0      8.85735e-04      4.72523e-07        0.053      43
   4.0        5.0      6.40712e-04      1.80772e-07        0.028       8
   5.0        6.0      4.93092e-04      3.67939e-07        0.075      12
   6.0        7.0      3.96408e-04      1.38212e-07        0.035      13
   7.0        8.0      3.28908e-04      1.93484e-07        0.059      13
   8.0        9.0      2.79431e-04      1.25064e-07        0.045      13
   9.0       10.0      2.42008e-04      1.31137e-07        0.054      12
  10.0       12.0      2.01246e-04      1.36109e-07        0.068      13
  12.0       14.0      1.62835e-04      8.51093e-08        0.052      13
  14.0       16.0      1.36235e-04      8.75229e-08        0.064      13
