#
#  CIJET_MassBin-4200-8000_cteq6ll_5000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.82920e-02      8.22753e-06        0.045      40
   2.0        3.0      9.43521e-03      4.49104e-06        0.048      43
   3.0        4.0      5.80974e-03      3.17800e-06        0.055      43
   4.0        5.0      3.93675e-03      1.28174e-06        0.033       8
   5.0        6.0      2.83467e-03      3.77391e-06        0.133      12
   6.0        7.0      2.13354e-03      1.56074e-06        0.073      13
   7.0        8.0      1.65623e-03      8.32050e-07        0.050      13
   8.0        9.0      1.31723e-03      1.09193e-06        0.083      13
   9.0       10.0      1.06783e-03      1.11464e-06        0.104      12
  10.0       12.0      8.07308e-04      7.78312e-07        0.096      13
  12.0       14.0      5.72808e-04      4.80384e-07        0.084      13
  14.0       16.0      4.20331e-04      4.20089e-07        0.100      13
