#
#  CIJET_MassBin-4200-8000_cteq6ll_8000_AA+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.34908e-03      9.97111e-07        0.042      40
   2.0        3.0      1.17284e-03      7.21448e-07        0.062      43
   3.0        4.0      6.90658e-04      4.53154e-07        0.066      43
   4.0        5.0      4.44125e-04      1.98206e-07        0.045       8
   5.0        6.0      3.01092e-04      6.06717e-07        0.202      12
   6.0        7.0      2.11715e-04      3.26206e-07        0.154      13
   7.0        8.0      1.51846e-04      1.05003e-07        0.069      13
   8.0        9.0      1.10285e-04      1.99358e-07        0.181      13
   9.0       10.0      8.02708e-05      2.09435e-07        0.261      12
  10.0       12.0      4.98904e-05      1.37408e-07        0.275      13
  12.0       14.0      2.36092e-05      1.11558e-07        0.473      13
  14.0       16.0      7.44731e-06      1.07986e-07        1.450      13
