#
#  CIJET_MassBin-4200-8000_cteq6ll_10000_LL+.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=  10000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.80122e-04      1.57688e-07        0.056      40
   2.0        3.0      1.22212e-04      1.13828e-07        0.093      43
   3.0        4.0      5.86886e-05      8.31116e-08        0.142      43
   4.0        5.0      2.79638e-05      4.77905e-08        0.171       8
   5.0        6.0      1.12525e-05      1.27431e-07        1.132      12
   6.0        7.0      1.58108e-06      8.07522e-08        5.107      13
   7.0        8.0     -4.44469e-06      3.16132e-08        0.711      13
   8.0        9.0     -8.25177e-06      5.20227e-08        0.630      13
   9.0       10.0     -1.07492e-05      4.62126e-08        0.430      12
  10.0       12.0     -1.28923e-05      3.76727e-08        0.292      13
  12.0       14.0     -1.43204e-05      2.80967e-08        0.196      13
  14.0       16.0     -1.48131e-05      3.32001e-08        0.224      13
