#
#  CIJET_MassBin-4200-8000_CT10nlo_6000_LL+.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.17868e-03      2.78630e-06        0.128      40
   2.0        3.0      1.07207e-03      1.51807e-06        0.142      43
   3.0        4.0      6.30009e-04      1.36274e-06        0.216      43
   4.0        5.0      4.11538e-04      9.94179e-07        0.242       8
   5.0        6.0      2.86900e-04      1.07788e-06        0.376      12
   6.0        7.0      2.11385e-04      5.91391e-07        0.280      13
   7.0        8.0      1.61169e-04      2.81024e-07        0.174      13
   8.0        9.0      1.26485e-04      4.57978e-07        0.362      13
   9.0       10.0      1.01675e-04      6.46845e-07        0.636      12
  10.0       12.0      7.65077e-05      3.51690e-07        0.460      13
  12.0       14.0      5.47038e-05      2.10616e-07        0.385      13
  14.0       16.0      4.10923e-05      2.63143e-07        0.640      13
