#
#  CIJET_MassBin-3000-3600_CT10nlo_8000_V-A-.xsc
#
#  CT10nlo.LHgrid   NLO
#  Lambda=   8000.00 GeV
#  cj/4pi(1-6) =   0.000   0.000  -2.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      6.21444e-03      3.91525e-06        0.063      16
   2.0        3.0      3.58289e-03      4.06221e-06        0.113      36
   3.0        4.0      2.42426e-03      4.01244e-06        0.166      43
   4.0        5.0      1.76175e-03      2.41680e-06        0.137      12
   5.0        6.0      1.34246e-03      2.18386e-06        0.163      13
   6.0        7.0      1.05654e-03      2.81707e-06        0.267      13
   7.0        8.0      8.55208e-04      2.67035e-06        0.312      13
   8.0        9.0      7.05592e-04      1.72842e-06        0.245      13
   9.0       10.0      5.92108e-04      2.44249e-06        0.413      13
  10.0       12.0      4.71515e-04      1.79947e-06        0.382      13
  12.0       14.0      3.57308e-04      8.90891e-07        0.249      13
  14.0       16.0      2.79927e-04      2.62699e-06        0.938      13
