#
#  CIJET_MassBin-3600-4200_cteq66_5000_AA+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   5000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000  -2.000   0.000   1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      4.15065e-02      3.95844e-05        0.095      40
   2.0        3.0      2.15130e-02      2.73892e-05        0.127      43
   3.0        4.0      1.32935e-02      2.56240e-05        0.193      43
   4.0        5.0      9.03583e-03      1.05213e-05        0.116      12
   5.0        6.0      6.54167e-03      1.21156e-05        0.185      12
   6.0        7.0      4.94023e-03      1.09556e-05        0.222      13
   7.0        8.0      3.86146e-03      8.69497e-06        0.225      13
   8.0        9.0      3.09723e-03      8.30817e-06        0.268      13
   9.0       10.0      2.53754e-03      7.29858e-06        0.288      13
  10.0       12.0      1.95369e-03      6.91477e-06        0.354      13
  12.0       14.0      1.42738e-03      6.51969e-06        0.457      13
  14.0       16.0      1.08981e-03      4.87570e-06        0.447      13
