#
#  CIJET_MassBin-4200-8000_cteq6ll_6000_VV-.xsc
#
#  cteq6ll.LHpdf   LO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =  -1.000   0.000  -2.000   0.000  -1.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      1.10078e-02      4.79717e-06        0.044      40
   2.0        3.0      5.86940e-03      2.47982e-06        0.042      43
   3.0        4.0      3.76986e-03      1.98304e-06        0.053      43
   4.0        5.0      2.67275e-03      7.07107e-07        0.026       8
   5.0        6.0      2.01683e-03      1.89896e-06        0.094      12
   6.0        7.0      1.59162e-03      7.67948e-07        0.048      13
   7.0        8.0      1.29738e-03      6.50444e-07        0.050      13
   8.0        9.0      1.08377e-03      4.38529e-07        0.040      13
   9.0       10.0      9.23708e-04      5.01739e-07        0.054      12
  10.0       12.0      7.51538e-04      5.93771e-07        0.079      13
  12.0       14.0      5.91731e-04      3.30113e-07        0.056      13
  14.0       16.0      4.82950e-04      2.63787e-07        0.055      13
