#
#  CIJET_MassBin-4200-8000_cteq66_6000_LL+.xsc
#
#  cteq66.LHgrid   NLO
#  Lambda=   6000.00 GeV
#  cj/4pi(1-6) =   1.000   0.000   0.000   0.000   0.000   0.000
#
# Chi_low    Chi_upp   xsec[pb]         error[pb]        error[%]     N_jobs
   1.0        2.0      2.12510e-03      2.88053e-06        0.136      40
   2.0        3.0      1.04579e-03      1.40675e-06        0.135      43
   3.0        4.0      6.14449e-04      1.34153e-06        0.218      43
   4.0        5.0      4.01075e-04      9.16125e-07        0.228       8
   5.0        6.0      2.79333e-04      1.07054e-06        0.383      12
   6.0        7.0      2.05615e-04      5.88566e-07        0.286      13
   7.0        8.0      1.56585e-04      2.57702e-07        0.165      13
   8.0        9.0      1.22746e-04      4.85825e-07        0.396      13
   9.0       10.0      9.85342e-05      6.48193e-07        0.658      12
  10.0       12.0      7.40000e-05      3.43390e-07        0.464      13
  12.0       14.0      5.27654e-05      2.04516e-07        0.388      13
  14.0       16.0      3.95404e-05      2.60908e-07        0.660      13
